Comment,Designator,Footprint,LCSC Part #
,JP2,Adafruit PowerBoost 500C-import-fps:1X02_ROUND,C492401
,JP1,Adafruit PowerBoost 500C-import-fps:1X06-CLEANBIG,C37208
,U$28,Adafruit PowerBoost 500C-import-fps:ADAFRUIT_2.5MM,
,U$29,Adafruit PowerBoost 500C-import-fps:ADAFRUIT_5MM,
,U$26,Adafruit PowerBoost 500C-import-fps:SYMBOL_MINUS,
,"U$13,U$25",Adafruit PowerBoost 500C-import-fps:SYMBOL_PLUS,
,X1,Adafruit PowerBoost 500C-import-fps:TERMBLOCK_1X2-3.5MM,
0.1uF,C4,Adafruit PowerBoost 500C-import-fps:0805-NO,
1.8-5V,B1,Adafruit PowerBoost 500C-import-fps:JSTPH2,
1.87Mohm,"R1,R3",Adafruit PowerBoost 500C-import-fps:0805-NO,
100uF/6V,C5,Adafruit PowerBoost 500C-import-fps:EIA3528-21_B-R,
10uF,C1,Adafruit PowerBoost 500C-import-fps:0805-NO,
10µF,C6,Adafruit PowerBoost 500C-import-fps:0805-NO,
1K,"R5,R7,R20",Adafruit PowerBoost 500C-import-fps:0805-NO,C17513
2.2uF,C2,Adafruit PowerBoost 500C-import-fps:0805-NO,
200K,R4,Adafruit PowerBoost 500C-import-fps:0805-NO,
2k,R8,Adafruit PowerBoost 500C-import-fps:0805-NO,C17604
340K,"R2,R13",Adafruit PowerBoost 500C-import-fps:0805-NO,
470,R6,Adafruit PowerBoost 500C-import-fps:0805-NO,C17710
49.9K 1%,"R10,R12",Adafruit PowerBoost 500C-import-fps:0805-NO,
75K 1%,"R9,R11",Adafruit PowerBoost 500C-import-fps:0805-NO,C17819
BLUE,PWR0,Adafruit PowerBoost 500C-import-fps:CHIPLED_0805_NOOUTLINE,
GREEN,LED4,Adafruit PowerBoost 500C-import-fps:CHIPLED_0805_NOOUTLINE,
MCP73831T-2ACI/OT,U2,Adafruit PowerBoost 500C-import-fps:SOT23-5,
microUSB,X2,Adafruit PowerBoost 500C-import-fps:4UCONN_20329,
MMUN2133LT1G,Q1,Adafruit PowerBoost 500C-import-fps:SC59-BEC,
ORANGE,LED3,Adafruit PowerBoost 500C-import-fps:CHIPLED_0805_NOOUTLINE,
RED,LBO0,Adafruit PowerBoost 500C-import-fps:CHIPLED_0805_NOOUTLINE,
TPS61090RSAR,U1,Adafruit PowerBoost 500C-import-fps:PVQFN-16,
USBA_FEMALE,CN1,Adafruit PowerBoost 500C-import-fps:USB_HOST-PTH,
VLC5045-6.8uH,L1,Adafruit PowerBoost 500C-import-fps:INDUCTOR_5X5MM_TDK_VLC5045,
