Comment,Designator,Footprint,LCSC Part #
,U$4,Adafruit 16x8 Monochrome LED Backpack-import-fps:ADAFRUIT_3.5MM,
,U$3,Adafruit 16x8 Monochrome LED Backpack-import-fps:ADAFRUIT_TEXT_20MM,
,"LED1,LED2",Adafruit 16x8 Monochrome LED Backpack-import-fps:SEGMENT_BL-M12A881UR,
,"A0,A1,A2",Adafruit 16x8 Monochrome LED Backpack-import-fps:SOLDERJUMPER_REFLOW_NOPASTE,
10K,"R2,R3,R4,R5",Adafruit 16x8 Monochrome LED Backpack-import-fps:0805-NO,C17414
10K,R1,Adafruit 16x8 Monochrome LED Backpack-import-fps:R0805,C17414
10uF,"C1,C2,C3",Adafruit 16x8 Monochrome LED Backpack-import-fps:0805-NO,
1N4148,D1,Adafruit 16x8 Monochrome LED Backpack-import-fps:SOD-323F,
1X4-CLEANBIG,CN1,Adafruit 16x8 Monochrome LED Backpack-import-fps:1X04-CLEANBIG,
28-SOIC,U2,Adafruit 16x8 Monochrome LED Backpack-import-fps:SOP28_300MIL,
FIDUCIAL,"U$1,U$2",Adafruit 16x8 Monochrome LED Backpack-import-fps:FIDUCIAL_1MM,
