Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:1X11_ROUND_76,C2894934
,U$1,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:ADAFRUIT_5MM,
,U$19,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:EYESPI_LOGO,
,U$2,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:PCBFEAT-REV-040,
0.1uF,"C3,C5",Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:0603-NO,C14663
10,R5,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:0603-NO,C22859
10K,"R1,R2,R3,R4",Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:0603-NO,C98220
10uF,"C1,C2,C4",Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:0805-NO,
74HC4050PWR,U1,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:TSSOP16,
AP2112,IC2,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:SOT23-5L,
APX803-SAG,IC4,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:SOT23,
BSS138,Q3,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:SOT23-WIDE,C52895
DISP_LCD_GENERIC_SPI_1.69_WRAPUNDER,DISP1,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:TFT_1.69IN_240X280_12P,
EYE_SPI_DISPLAY_FLIP,X1,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:EYE_SPI_DISPLAY_BOTCONTACT,
FIDUCIAL_1MM,"U$4,U$5",Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:FIDUCIAL_1MM,
MICROSD,Q2,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:MICROSD,
