Designator,Comment,Footprint,OOMP ID,Reason
C1,10uF,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C2,10uF,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C4,10uF,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
DISP1,DISP_LCD_GENERIC_SPI_1.69_WRAPUNDER,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:TFT_1.69IN_240X280_12P,,No verified LCSC part number
IC2,AP2112,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:SOT23-5L,,No verified LCSC part number
IC4,APX803-SAG,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:SOT23,,No verified LCSC part number
Q2,MICROSD,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:MICROSD,,No verified LCSC part number
U1,74HC4050PWR,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:TSSOP16,,No verified LCSC part number
U$1,,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:ADAFRUIT_5MM,,No verified LCSC part number
U$2,,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
U$4,FIDUCIAL_1MM,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$5,FIDUCIAL_1MM,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$19,,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:EYESPI_LOGO,,No verified LCSC part number
X1,EYE_SPI_DISPLAY_FLIP,Adafruit 1.69in 280x240 Round Rectangle TFT-import-fps:EYE_SPI_DISPLAY_BOTCONTACT,,No verified LCSC part number
