Designator,Mid X,Mid Y,Rotation,Layer
AD0,57.1500,2.5400,0.00,Top
C1,16.7640,33.5280,-90.00,Top
C2,18.6690,4.4450,0.00,Top
C3,24.6380,5.7150,180.00,Top
C4,26.6700,42.5450,180.00,Top
C5,20.0660,39.4970,90.00,Top
C6,59.6900,33.5280,-135.00,Top
C9,13.2080,33.5280,-90.00,Top
C10,48.6628,22.4354,135.00,Top
C11,8.2550,40.2590,90.00,Top
C12,18.7960,22.6060,0.00,Top
C13,24.5110,8.0010,0.00,Top
C14,7.3660,36.5760,-90.00,Top
C15,14.9860,33.5280,-90.00,Top
D1,13.7414,13.3858,180.00,Top
D2,62.3570,38.4810,180.00,Top
F2,8.6360,43.0530,0.00,Top
FB1,46.1010,25.0190,-45.00,Top
FB2,1.7780,44.8310,-90.00,Top
FD1,13.3350,45.8470,0.00,Top
FD2,66.0320,11.5340,0.00,Top
FD3,5.0000,4.9340,0.00,Top
GROUND1,7.1120,44.7040,0.00,Bottom
ICSP0,64.7700,27.9400,-90.00,Top
IOH0,30.2260,50.8000,0.00,Top
IOL0,54.6100,50.8000,0.00,Top
JP1,5.4610,13.7160,0.00,Top
L0,3.6830,31.6230,90.00,Top
ON0,3.5560,24.6380,-90.00,Top
ON/OFF0,4.1910,18.7960,90.00,Top
PC1,19.0754,10.2870,90.00,Top
PC2,21.5900,18.2626,180.00,Top
POWER0,36.8300,2.5400,0.00,Top
R1,7.6200,27.0510,0.00,Top
R3,7.6200,29.4640,0.00,Top
R4,10.1600,40.2590,90.00,Top
R5,9.3980,36.5760,-90.00,Top
R6,7.6200,24.6380,180.00,Top
R7,13.3350,7.6200,0.00,Top
R8,62.2300,40.3860,0.00,Top
R9,7.6200,31.6230,0.00,Top
R10,21.8440,39.4970,-90.00,Top
R11,20.8280,36.3220,180.00,Top
R12,16.0020,42.6720,0.00,Top
R13,22.6060,23.4950,-90.00,Top
R14,20.8280,26.1620,0.00,Top
R15,13.0810,29.0830,-90.00,Top
R16,14.8590,29.0830,90.00,Top
RESET0,6.3500,49.4030,180.00,Top
RESET-EN0,20.3200,42.4180,0.00,Top
RXLED0,3.5560,29.4640,-90.00,Top
T1,16.3830,25.1460,0.00,Top
T2,13.4620,10.2870,180.00,Top
TXLED0,3.5560,27.0510,-90.00,Top
U1,12.8778,18.4404,90.00,Top
U2,22.4790,2.7940,-90.00,Top
U4,15.4940,38.4810,-90.00,Top
U5,18.9230,28.8290,90.00,Top
U$11,0.0000,0.0000,0.00,Top
U$14,0.0000,0.0000,0.00,Top
U$15,17.5260,2.0320,0.00,Top
VSELECT0,23.8760,12.3190,90.00,Top
X1,1.9304,7.7724,0.00,Top
X3,4.3180,38.1000,-90.00,Top
Y2,56.8960,34.5440,-45.00,Top
ZU4,53.8581,27.9682,-135.00,Top
