Designator,Mid X,Mid Y,Rotation,Layer
AD0,57.1500,2.5400,0.00,Top
C2,35.6870,15.8750,0.00,Top
C3,39.6240,20.7010,180.00,Top
C5,15.4305,41.9735,90.00,Top
C6,39.5342,18.6446,180.00,Top
C7,17.0180,41.9735,-90.00,Top
C10,54.4957,37.3380,90.00,Top
C11,46.2838,40.8863,90.00,Top
C12,23.0124,11.5316,90.00,Top
C13,25.5270,44.9580,0.00,Top
C14,34.6075,34.0995,0.00,Top
C15,48.7680,30.4165,90.00,Top
C16,50.2920,30.4165,-90.00,Top
C17,47.2440,30.5435,-90.00,Top
C18,23.7490,43.0530,180.00,Top
C19,35.6870,20.8280,180.00,Top
C20,35.6870,18.9230,180.00,Top
C21,11.2395,30.4165,0.00,Top
C22,50.6095,33.7185,0.00,Top
C23,41.1480,43.2435,90.00,Top
C24,34.6710,35.6235,180.00,Top
C25,39.9415,25.8445,180.00,Top
C26,32.2580,34.9885,90.00,Top
C27,33.0200,40.3225,0.00,Top
C28,62.9920,20.0660,-90.00,Top
CONN1,8.2550,50.1650,180.00,Top
D1,18.4150,7.4676,180.00,Top
D+1,2.8575,37.2110,180.00,Bottom
D-1,2.9210,39.2430,180.00,Bottom
DEBUG0,65.2780,14.2240,90.00,Top
F2,12.0904,42.2910,0.00,Top
FD1,2.9210,52.1970,0.00,Top
FD2,61.4600,8.2320,0.00,Top
FD3,7.2606,8.4646,0.00,Top
IC2,42.5450,35.0520,-90.00,Top
ICSP0,64.6430,27.9400,-90.00,Top
IOH0,30.2260,50.8000,0.00,Top
IOL0,54.6100,50.8000,0.00,Top
JP1,22.2250,8.7376,0.00,Top
L0,1.8796,32.1056,90.00,Top
LED2,65.7606,19.8247,-90.00,Top
ON0,1.9304,30.5054,90.00,Top
PC1,28.0924,11.0490,90.00,Top
PC2,43.3832,10.6934,90.00,Top
POWER0,36.8300,2.5400,0.00,Top
R1,30.9880,16.2560,-90.00,Top
R2,7.6200,30.3530,180.00,Top
R3,4.6990,13.3350,180.00,Top
R7,17.1450,11.1760,-90.00,Top
R10,17.9070,44.9580,0.00,Top
R11,7.6200,32.0040,180.00,Top
R13,22.2250,44.9580,180.00,Top
R16,32.5120,16.2560,90.00,Top
R17,54.3188,41.2570,-90.00,Top
R19,10.9220,35.7505,180.00,Top
R20,10.9220,40.4495,180.00,Top
R21,7.8740,44.2595,180.00,Top
R23,35.3695,38.1635,-90.00,Top
R24,10.9220,38.9255,0.00,Top
R25,10.9220,37.3380,0.00,Top
R26,61.3410,35.3060,0.00,Top
SW1,21.9456,3.3528,0.00,Top
SW2,1.7780,47.4980,90.00,Top
SW3,64.2620,43.1800,-90.00,Top
SW4,58.6740,42.9260,180.00,Top
SWD0,50.6095,14.4780,-90.00,Top
T2,20.0660,10.9220,-90.00,Top
TP1,60.9600,40.6400,180.00,Bottom
TR1,28.4226,18.0594,90.00,Top
U1,35.6616,11.0490,-90.00,Top
U2,39.4970,15.8750,0.00,Top
U6,51.1810,40.2590,180.00,Top
U$11,35.4330,24.3840,0.00,Top
U$15,68.5800,0.0000,180.00,Bottom
U$29,0.0000,0.0000,0.00,Top
X1,8.7630,21.4630,-90.00,Top
X3,4.1275,38.1000,-90.00,Top
X5,7.3660,5.0800,0.00,Top
Y1,32.9565,38.2270,180.00,Top
