Comment,Designator,Footprint,LCSC Part #
0.01uF,"C1,C3",e-radionica.com footprinti:0603C,C5137477
0.1uF,"C2,C4",e-radionica.com footprinti:0603C,C14663
100R,"R2,R3",e-radionica.com footprinti:0603R,C22775
1K,R4,e-radionica.com footprinti:0603R,C2907002
1M,R1,e-radionica.com footprinti:0603R,C2907003
AD8495ARMZ,U2,e-radionica.com footprinti:TP4056M-MSOP8,
Ferrite bead,L1,e-radionica.com footprinti:0603L,
HEADER_MALE_3X1,K2,e-radionica.com footprinti:HEADER_MALE_3X1,C49257
TERMINAL_KF235-5.0-2P,K1,e-radionica.com footprinti:TERMINAL_KF235-5.0-2P,
TL431ACDBZ,U1,e-radionica.com footprinti:SOT-23-3,
