Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit I2C SPI LCD STEMMA backpack-import-fps:1X16,C7501270
,U$4,Adafruit I2C SPI LCD STEMMA backpack-import-fps:ADAFRUIT_3.5MM,
,U$23,Adafruit I2C SPI LCD STEMMA backpack-import-fps:ADAFRUIT_TEXT_20MM,
,U$7,Adafruit I2C SPI LCD STEMMA backpack-import-fps:PCBFEAT-REV-040,
,PLABEL0,Adafruit I2C SPI LCD STEMMA backpack-import-fps:PLABEL0,
,PLABEL1,Adafruit I2C SPI LCD STEMMA backpack-import-fps:PLABEL1,
,PLABEL10,Adafruit I2C SPI LCD STEMMA backpack-import-fps:PLABEL10,
,PLABEL11,Adafruit I2C SPI LCD STEMMA backpack-import-fps:PLABEL11,
,PLABEL12,Adafruit I2C SPI LCD STEMMA backpack-import-fps:PLABEL12,
,PLABEL2,Adafruit I2C SPI LCD STEMMA backpack-import-fps:PLABEL2,
,PLABEL3,Adafruit I2C SPI LCD STEMMA backpack-import-fps:PLABEL3,
,PLABEL4,Adafruit I2C SPI LCD STEMMA backpack-import-fps:PLABEL4,
,PLABEL5,Adafruit I2C SPI LCD STEMMA backpack-import-fps:PLABEL5,
,PLABEL6,Adafruit I2C SPI LCD STEMMA backpack-import-fps:PLABEL6,
,PLABEL7,Adafruit I2C SPI LCD STEMMA backpack-import-fps:PLABEL7,
,PLABEL8,Adafruit I2C SPI LCD STEMMA backpack-import-fps:PLABEL8,
,PLABEL9,Adafruit I2C SPI LCD STEMMA backpack-import-fps:PLABEL9,
,"A0,A1,A2,SPIEN0",Adafruit I2C SPI LCD STEMMA backpack-import-fps:SOLDERJUMPER_ARROW_NOPASTE,
,"U$11,U$12",Adafruit I2C SPI LCD STEMMA backpack-import-fps:STEMMAQT,
,"TP1,TP2,TP3,TP4",Adafruit I2C SPI LCD STEMMA backpack-import-fps:TESTPOINT_ROUND_1.5MM,
0.1uF,"C1,C2",Adafruit I2C SPI LCD STEMMA backpack-import-fps:0603-NO,C14663
10K,"R1,R6",Adafruit I2C SPI LCD STEMMA backpack-import-fps:0603-NO,C98220
10uF,"C4,C5",Adafruit I2C SPI LCD STEMMA backpack-import-fps:0805-NO,
1uF,C6,Adafruit I2C SPI LCD STEMMA backpack-import-fps:0805-NO,
1X5,J1,Adafruit I2C SPI LCD STEMMA backpack-import-fps:1X05-3.5MM,C42431835
3314J-1-104E,R2,Adafruit I2C SPI LCD STEMMA backpack-import-fps:RTRIM3314J,
4.7K Pack,"R3,R8",Adafruit I2C SPI LCD STEMMA backpack-import-fps:RESPACK_4X0603,C23162
74HC595D,IC2,Adafruit I2C SPI LCD STEMMA backpack-import-fps:SO16,
AP3602/RT9361,IC3,Adafruit I2C SPI LCD STEMMA backpack-import-fps:SOT23-6,
BSS138,"Q1,Q2",Adafruit I2C SPI LCD STEMMA backpack-import-fps:SOT363,
FIDUCIAL,"U$1,U$2",Adafruit I2C SPI LCD STEMMA backpack-import-fps:FIDUCIAL_1MM,
GREEN,D1,Adafruit I2C SPI LCD STEMMA backpack-import-fps:CHIPLED_0603_NOOUTLINE,
MCP23008/SO,IC1,Adafruit I2C SPI LCD STEMMA backpack-import-fps:SO18W,
STEMMA_I2C_QT,"CONN3,CONN4",Adafruit I2C SPI LCD STEMMA backpack-import-fps:JST_SH4,C160404
