Comment,Designator,Footprint,LCSC Part #
,U$7,tfttouchshield-import-fps:ADAFRUIT200MIL,
,U$9,tfttouchshield-import-fps:OSHWLOGO_TOL_0.2,
,"PIN3,RD0,VCC0",tfttouchshield-import-fps:SJ,
,IC5,tfttouchshield-import-fps:SOT23,
0.1uF,"C2,C3,C4",tfttouchshield-import-fps:C0805K,
10uF,"C1,C5",tfttouchshield-import-fps:C0805K,
1K,R5,tfttouchshield-import-fps:R0805,C17513
22,"R1,R2,R3,R4",tfttouchshield-import-fps:R0805,C2907310
2222,Q1,tfttouchshield-import-fps:SOT23-BEC,
74ACT245DW,"IC1,IC3",tfttouchshield-import-fps:SO20W,
ADP122,IC4,tfttouchshield-import-fps:SOT23-5L,
ARDUINO-NOHOLE,U$2,tfttouchshield-import-fps:ARDUINO-NOHOLE,
FIDUCIAL,"U$10,U$11",tfttouchshield-import-fps:FIDUCIAL_1MM,
ILI9325_28TFT,CN2,tfttouchshield-import-fps:ILI9325_28INCH_TS,
MICROSD,U$3,tfttouchshield-import-fps:MICROSD,
