Designator,Mid X,Mid Y,Rotation,Layer
C1,11.6840,4.9022,-90.00,Top
C2,22.4155,18.5420,180.00,Top
C3,16.1290,18.0340,-90.00,Top
C4,6.8580,7.4930,-90.00,Top
C6,18.9180,18.8830,180.00,Top
C7,13.1910,4.7750,-90.00,Top
C8,14.3660,12.8940,-90.00,Top
CHG0,2.4130,5.5880,-90.00,Top
D3,2.8575,17.3355,90.00,Top
D4,9.7790,12.1920,180.00,Top
IC1,16.8910,6.4770,0.00,Top
JP1,25.4000,1.2700,180.00,Top
JP3,30.4800,21.5900,0.00,Top
Q1,22.7584,12.2555,180.00,Top
Q2,22.4790,5.9690,0.00,Top
Q3,12.9540,10.4140,0.00,Top
R1,22.6060,15.7480,180.00,Top
R2,5.9690,4.1910,0.00,Top
R3,22.6060,17.0180,0.00,Top
R4,22.7330,14.4780,180.00,Top
R7,19.0500,17.3355,0.00,Top
R10,5.5880,21.0820,-90.00,Top
R12,7.4930,13.7160,0.00,Top
R13,22.5425,9.1440,0.00,Top
SW2,9.1440,6.2230,-90.00,Top
U2,17.9070,14.8590,90.00,Top
U3,17.9070,11.5570,-90.00,Top
U$7,45.7835,14.7955,90.00,Bottom
U$9,24.1300,7.4930,180.00,Bottom
U$13,4.6355,11.2395,180.00,Bottom
U$14,11.7348,6.4516,0.00,Top
U$15,46.1010,9.3980,0.00,Top
U$34,11.4300,21.0820,-90.00,Top
U$35,49.9582,3.3090,-90.00,Top
U$43,50.3555,10.8585,180.00,Bottom
X1,10.7950,19.3040,0.00,Top
X2,38.3540,11.4300,-90.00,Top
X4,4.4450,11.4300,-90.00,Top
