Comment,Designator,Footprint,LCSC Part #
,JP3,Adafruit HUZZAH32 ESP32 Feather-import-fps:1X12_ROUND_MIN,C7501588
,JP1,Adafruit HUZZAH32 ESP32 Feather-import-fps:1X16_ROUND_MIN,C7501270
,U$14,Adafruit HUZZAH32 ESP32 Feather-import-fps:ADAFRUIT_2.5MM,
,U$15,Adafruit HUZZAH32 ESP32 Feather-import-fps:ADAFRUIT_3.5MM,
,U$7,Adafruit HUZZAH32 ESP32 Feather-import-fps:ADAFRUIT_5MM,
,U$9,Adafruit HUZZAH32 ESP32 Feather-import-fps:FEATHERLOGO_MED,
,U$43,Adafruit HUZZAH32 ESP32 Feather-import-fps:HUZZAH32,
,U$13,Adafruit HUZZAH32 ESP32 Feather-import-fps:PCBFEAT-REV-040,
100K,"R1,R3,R7,R12",Adafruit HUZZAH32 ESP32 Feather-import-fps:0603-NO,C25803
10K,R13,Adafruit HUZZAH32 ESP32 Feather-import-fps:RESPACK_4X0603,C98220
10uF,"C1,C2",Adafruit HUZZAH32 ESP32 Feather-import-fps:0805-NO,
10µF,"C3,C6,C8",Adafruit HUZZAH32 ESP32 Feather-import-fps:0805-NO,
1K,"R2,R10",Adafruit HUZZAH32 ESP32 Feather-import-fps:0603-NO,C2907002
1uF,"C4,C7",Adafruit HUZZAH32 ESP32 Feather-import-fps:0603-NO,C5673
20329,X4,Adafruit HUZZAH32 ESP32 Feather-import-fps:4UCONN_20329_V2,
4.7K,R4,Adafruit HUZZAH32 ESP32 Feather-import-fps:0603-NO,C23162
AP2112-3.3,U2,Adafruit HUZZAH32 ESP32 Feather-import-fps:SOT23-5,
CP2104,IC1,Adafruit HUZZAH32 ESP32 Feather-import-fps:QFN24_4MM_SMSC,
DMG3415U,Q3,Adafruit HUZZAH32 ESP32 Feather-import-fps:SOT23-R,
ESP32_WROOM32_SKINNY,X2,Adafruit HUZZAH32 ESP32 Feather-import-fps:WROOM32_SKINNY,
FIDUCIAL_1MM,"U$34,U$35",Adafruit HUZZAH32 ESP32 Feather-import-fps:FIDUCIAL_1MM,
JSTPH,X1,Adafruit HUZZAH32 ESP32 Feather-import-fps:JSTPH2,
KMR2,SW2,Adafruit HUZZAH32 ESP32 Feather-import-fps:BTN_KMR2_4.6X2.8,
MBR120,D4,Adafruit HUZZAH32 ESP32 Feather-import-fps:SOD-123,
MCP73831T-2ACI/OT,U3,Adafruit HUZZAH32 ESP32 Feather-import-fps:SOT23-5,
mmbt2222,"Q1,Q2",Adafruit HUZZAH32 ESP32 Feather-import-fps:SOT23-3,
ORANGE,CHG0,Adafruit HUZZAH32 ESP32 Feather-import-fps:CHIPLED_0805_NOOUTLINE,
RED,D3,Adafruit HUZZAH32 ESP32 Feather-import-fps:CHIPLED_0805_NOOUTLINE,
