Designator,Mid X,Mid Y,Rotation,Layer
B1,6.0960,10.2870,0.00,Top
BAT0,0.0000,9.1440,180.00,Bottom
C1,-3.3020,3.9370,90.00,Top
C8,2.7940,-10.2870,-90.00,Top
CN1,0.0000,8.3820,180.00,Top
CN3,-6.3500,-2.5400,90.00,Top
CN4,6.3500,-2.5400,90.00,Top
D1,-1.5240,4.0640,-90.00,Top
D2,3.1750,4.1402,90.00,Top
D3,1.4478,-0.5080,-90.00,Top
IC2,-1.5494,-0.6350,-90.00,Top
JP1,6.3500,3.8100,0.00,Top
JP2,-6.3500,3.8100,0.00,Top
PWR0,-6.0960,10.2870,180.00,Top
Q1,-0.8890,-10.7950,0.00,Top
R1,1.2700,3.1750,-90.00,Top
R2,-0.1270,3.4290,-90.00,Top
R3,2.9210,0.1270,-90.00,Top
R4,2.7940,-6.7310,-90.00,Top
R5,2.7940,-3.3020,-90.00,Top
U1,-0.8890,-5.5880,-90.00,Top
U$1,1.5240,5.8420,0.00,Top
U$5,1.9050,8.1280,180.00,Bottom
U$6,-0.3175,-10.7950,0.00,Top
U$12,6.2992,10.3632,180.00,Bottom
U$13,5.1206,-0.2972,180.00,Bottom
U$14,-1.1024,-0.2972,180.00,Bottom
