Comment,Designator,Footprint,LCSC Part #
,JP3,Adafruit PiTFT+ 2.8in-import-fps:2X20_SMT_MALE,
,U$23,Adafruit PiTFT+ 2.8in-import-fps:ADAFRUIT_TEXT_20MM,
,U$42,Adafruit PiTFT+ 2.8in-import-fps:ADAFRUIT_TEXT_30MM,
,U$12,Adafruit PiTFT+ 2.8in-import-fps:PCBFEAT-REV-040,
,"WPJ0,WPJ1",Adafruit PiTFT+ 2.8in-import-fps:SOLDERJUMPER_CLOSEDWIRE,
0,"R15,R16,R17,R18",Adafruit PiTFT+ 2.8in-import-fps:0805-NO,C2907288
0.1uF,"C2,C3,C4",Adafruit PiTFT+ 2.8in-import-fps:0805-NO,
100,"R1,R2,R3,R4",Adafruit PiTFT+ 2.8in-import-fps:0805-NO,C17408
10K,"R6,R7",Adafruit PiTFT+ 2.8in-import-fps:0805-NO,C17414
10uF,"C1,C5",Adafruit PiTFT+ 2.8in-import-fps:0805-NO,
1N4148,"D1,D2",Adafruit PiTFT+ 2.8in-import-fps:SOD-323,
22,"R10,R11",Adafruit PiTFT+ 2.8in-import-fps:0805-NO,C2907310
3.9K,"R9,R12,R13,R14",Adafruit PiTFT+ 2.8in-import-fps:0805-NO,C2907252
APX803,IC5,Adafruit PiTFT+ 2.8in-import-fps:SOT23,
BSS138,Q2,Adafruit PiTFT+ 2.8in-import-fps:SOT23-WIDE,C52895
CAT24C32,U1,Adafruit PiTFT+ 2.8in-import-fps:SOIC8_150MIL,
DISP_LCD_240X320_50PIN_2.8IN,U$2,Adafruit PiTFT+ 2.8in-import-fps:TFT_2.83IN_240X320_50PIN,
DNP,R8,Adafruit PiTFT+ 2.8in-import-fps:0805-NO,
"FIDUCIAL""""","U$10,U$11,U$18",Adafruit PiTFT+ 2.8in-import-fps:FIDUCIAL_1MM,
RASPBERRYPI_BPLUS_SHIELD_NODIM,RPI1,Adafruit PiTFT+ 2.8in-import-fps:RASPBERRYPI_BPLUS_SHIELD_NODIM,
STMPE811,U2,Adafruit PiTFT+ 2.8in-import-fps:QFN16_3MM,
