Designator,Mid X,Mid Y,Rotation,Layer
C1,25.7810,39.1160,90.00,Top
C2,41.2750,45.5930,90.00,Top
C3,29.3370,43.6880,180.00,Top
C4,38.1000,38.6080,90.00,Top
C5,18.4150,46.6090,0.00,Top
D1,22.6060,42.1640,180.00,Top
D2,21.4630,45.3390,-90.00,Top
IC5,29.4640,40.8940,-90.00,Top
JP3,11.3030,52.7050,-90.00,Top
Q2,18.5420,42.9260,180.00,Top
R1,17.6530,39.1160,-90.00,Top
R2,19.6850,39.1160,-90.00,Top
R3,21.7170,39.1160,-90.00,Top
R4,23.7490,39.1160,-90.00,Top
R6,29.3370,38.2270,0.00,Top
R7,43.4340,45.5930,90.00,Top
R8,46.2280,39.2430,90.00,Top
R9,23.3680,45.3390,90.00,Top
R10,29.7180,52.5780,0.00,Top
R11,29.7180,50.0380,0.00,Top
R12,19.1770,63.8810,180.00,Top
R13,19.1770,67.6910,180.00,Top
R14,19.1770,65.7860,180.00,Top
R15,47.3710,44.8310,90.00,Top
R16,51.5620,44.8310,90.00,Top
R17,53.7210,44.8310,90.00,Top
R18,49.4030,44.8310,90.00,Top
RPI1,55.8800,0.0000,180.00,Bottom
U1,25.1460,65.5320,90.00,Top
U2,41.9100,40.3860,180.00,Top
U$2,31.1150,45.2120,180.00,Bottom
U$10,48.0060,3.3020,90.00,Top
U$11,11.4300,19.0500,180.00,Top
U$12,19.8120,2.4130,0.00,Top
U$18,51.5620,75.0570,0.00,Top
U$23,27.6860,-0.6350,180.00,Bottom
U$42,1.0160,9.1440,0.00,Top
WPJ0,19.3040,61.0870,0.00,Top
WPJ1,17.3990,55.4990,-90.00,Top
