Comment,Designator,Footprint,LCSC Part #
,JP4,Adafruit TMC2209 Stepper Motor Driver-import-fps:1X10_ROUND70,C57369
,U$24,Adafruit TMC2209 Stepper Motor Driver-import-fps:ADAFRUIT_3.5MM,
,U$12,Adafruit TMC2209 Stepper Motor Driver-import-fps:PCBFEAT-REV-040,
,PLABEL0,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL0,
,PLABEL1,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL1,
,PLABEL10,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL10,
,PLABEL11,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL11,
,PLABEL12,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL12,
,PLABEL13,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL13,
,PLABEL14,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL14,
,PLABEL15,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL15,
,PLABEL16,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL16,
,PLABEL17,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL17,
,PLABEL18,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL18,
,PLABEL19,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL19,
,PLABEL2,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL2,
,PLABEL20,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL20,
,PLABEL3,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL3,
,PLABEL4,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL4,
,PLABEL5,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL5,
,PLABEL6,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL6,
,PLABEL7,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL7,
,PLABEL8,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL8,
,PLABEL9,Adafruit TMC2209 Stepper Motor Driver-import-fps:PLABEL9,
,U$8,Adafruit TMC2209 Stepper Motor Driver-import-fps:SYMBOL_MINUS,
,U$7,Adafruit TMC2209 Stepper Motor Driver-import-fps:SYMBOL_PLUS,
0.05Ω/0.25W,"R1,R2",Adafruit TMC2209 Stepper Motor Driver-import-fps:0603-NO,
0.22uF/50V,"C3,C5,C7,C8",Adafruit TMC2209 Stepper Motor Driver-import-fps:0603-NO,
10K,VR1,Adafruit TMC2209 Stepper Motor Driver-import-fps:RTRIM3314J,
10uF,"C2,C6",Adafruit TMC2209 Stepper Motor Driver-import-fps:0805-NO,
20K,R3,Adafruit TMC2209 Stepper Motor Driver-import-fps:0603-NO,
20K Pack,R5,Adafruit TMC2209 Stepper Motor Driver-import-fps:RESPACK_4X0603,
22nF/50V,C1,Adafruit TMC2209 Stepper Motor Driver-import-fps:0603-NO,
22uF/50V,C4,Adafruit TMC2209 Stepper Motor Driver-import-fps:PANASONIC_C,
33K,R4,Adafruit TMC2209 Stepper Motor Driver-import-fps:0603-NO,C4216
6-pin 2.54 Terminal,JP1,Adafruit TMC2209 Stepper Motor Driver-import-fps:1X06_2.54MMTERMINAL,C37208
FIDUCIAL_0.5MM,"U$10,U$11",Adafruit TMC2209 Stepper Motor Driver-import-fps:FIDUCIAL_0.5MM,
GREEN,D3,Adafruit TMC2209 Stepper Motor Driver-import-fps:CHIPLED_0603_NOOUTLINE,
RED,D1,Adafruit TMC2209 Stepper Motor Driver-import-fps:CHIPLED_0603_NOOUTLINE,
TMC2209_QFN,X1,Adafruit TMC2209 Stepper Motor Driver-import-fps:QFN28_5MM_MICROCHIP,
YELLOW,D2,Adafruit TMC2209 Stepper Motor Driver-import-fps:CHIPLED_0603_NOOUTLINE,
