Comment,Designator,Footprint,LCSC Part #
,U$4,Adafruit FTDI Friend Rev B-import-fps:ADAFRUIT_2.5MM,
,U$3,Adafruit FTDI Friend Rev B-import-fps:PCBFEAT-REV-040,
,PLABEL0,Adafruit FTDI Friend Rev B-import-fps:PLABEL0,
,PLABEL1,Adafruit FTDI Friend Rev B-import-fps:PLABEL1,
,PLABEL10,Adafruit FTDI Friend Rev B-import-fps:PLABEL10,
,PLABEL11,Adafruit FTDI Friend Rev B-import-fps:PLABEL11,
,PLABEL12,Adafruit FTDI Friend Rev B-import-fps:PLABEL12,
,PLABEL13,Adafruit FTDI Friend Rev B-import-fps:PLABEL13,
,PLABEL14,Adafruit FTDI Friend Rev B-import-fps:PLABEL14,
,PLABEL15,Adafruit FTDI Friend Rev B-import-fps:PLABEL15,
,PLABEL16,Adafruit FTDI Friend Rev B-import-fps:PLABEL16,
,PLABEL17,Adafruit FTDI Friend Rev B-import-fps:PLABEL17,
,PLABEL18,Adafruit FTDI Friend Rev B-import-fps:PLABEL18,
,PLABEL19,Adafruit FTDI Friend Rev B-import-fps:PLABEL19,
,PLABEL2,Adafruit FTDI Friend Rev B-import-fps:PLABEL2,
,PLABEL20,Adafruit FTDI Friend Rev B-import-fps:PLABEL20,
,PLABEL21,Adafruit FTDI Friend Rev B-import-fps:PLABEL21,
,PLABEL22,Adafruit FTDI Friend Rev B-import-fps:PLABEL22,
,PLABEL23,Adafruit FTDI Friend Rev B-import-fps:PLABEL23,
,PLABEL24,Adafruit FTDI Friend Rev B-import-fps:PLABEL24,
,PLABEL3,Adafruit FTDI Friend Rev B-import-fps:PLABEL3,
,PLABEL4,Adafruit FTDI Friend Rev B-import-fps:PLABEL4,
,PLABEL5,Adafruit FTDI Friend Rev B-import-fps:PLABEL5,
,PLABEL6,Adafruit FTDI Friend Rev B-import-fps:PLABEL6,
,PLABEL7,Adafruit FTDI Friend Rev B-import-fps:PLABEL7,
,PLABEL8,Adafruit FTDI Friend Rev B-import-fps:PLABEL8,
,PLABEL9,Adafruit FTDI Friend Rev B-import-fps:PLABEL9,
0.1uF,"C2,C3",Adafruit FTDI Friend Rev B-import-fps:0603-NO,C14663
10K,"R2,R3",Adafruit FTDI Friend Rev B-import-fps:0603-NO,C98220
10uF,C1,Adafruit FTDI Friend Rev B-import-fps:0805-NO,
1x6F,FTDI0,Adafruit FTDI Friend Rev B-import-fps:1X06-CLEANBIG,C37208
22,"R1,R5",Adafruit FTDI Friend Rev B-import-fps:0603-NO,C23345
FIDUCIAL,"U$1,U$2",Adafruit FTDI Friend Rev B-import-fps:FIDUCIAL_1MM,
FT232RL,IC1,Adafruit FTDI Friend Rev B-import-fps:SSOP28,
Green,RX0,Adafruit FTDI Friend Rev B-import-fps:CHIPLED_0603_NOOUTLINE,
MicroB,CN1,Adafruit FTDI Friend Rev B-import-fps:SHOU_MICROXNJ073,
Red,TX0,Adafruit FTDI Friend Rev B-import-fps:CHIPLED_0603_NOOUTLINE,
