Comment,Designator,Footprint,LCSC Part #
,U$5,Metro Mini 328 V2 - STEMMA QT-import-fps:ADAFRUIT_2.5MM,
,U$10,Metro Mini 328 V2 - STEMMA QT-import-fps:ADAFRUIT_5MM,
,U$7,Metro Mini 328 V2 - STEMMA QT-import-fps:METROMINI_SILK,
,U$4,Metro Mini 328 V2 - STEMMA QT-import-fps:PCBFEAT-REV-040,
,VSELECT0,Metro Mini 328 V2 - STEMMA QT-import-fps:SOLDERJUMPER_2WAY_OPEN_NOPASTE,
,U$6,Metro Mini 328 V2 - STEMMA QT-import-fps:STEMMAQT,
0.1uF,"C4,C5,C6,C8,C10",Metro Mini 328 V2 - STEMMA QT-import-fps:0603-NO,C14663
10K,"R6,R8",Metro Mini 328 V2 - STEMMA QT-import-fps:0603-NO,C98220
10uF,"C1,C2,C3,C12",Metro Mini 328 V2 - STEMMA QT-import-fps:0805-NO,
1K,R11,Metro Mini 328 V2 - STEMMA QT-import-fps:0603-NO,C2907002
20609,"AD0,AD1",Metro Mini 328 V2 - STEMMA QT-import-fps:1X06_ROUND,C37208
20610,IOL0,Metro Mini 328 V2 - STEMMA QT-import-fps:1X08_ROUND,C492421
20610,POWER1,Metro Mini 328 V2 - STEMMA QT-import-fps:1X08_ROUND_70,C492421
22K,R3,Metro Mini 328 V2 - STEMMA QT-import-fps:0603-NO,C31850
4.7K,R2,Metro Mini 328 V2 - STEMMA QT-import-fps:RESPACK_4X0603,C23162
5.1K,"R1,R5",Metro Mini 328 V2 - STEMMA QT-import-fps:0603-NO,C23186
AP2112K-3.3,U4,Metro Mini 328 V2 - STEMMA QT-import-fps:SOT23-5,
ATMEGA328P,U2,Metro Mini 328 V2 - STEMMA QT-import-fps:QFN28_4MM_.45MM,
CP210x,U3,Metro Mini 328 V2 - STEMMA QT-import-fps:QFN24_4MM_SMSC,
CSTCE16M0V53-R0 16MHZ,Y2,Metro Mini 328 V2 - STEMMA QT-import-fps:RESONATOR,
FIDUCIAL_1MM,"FD1,FD2",Metro Mini 328 V2 - STEMMA QT-import-fps:FIDUCIAL_1MM,
GREEN,ON0,Metro Mini 328 V2 - STEMMA QT-import-fps:CHIPLED_0603_NOOUTLINE,
KMR2,RESET0,Metro Mini 328 V2 - STEMMA QT-import-fps:BTN_KMR2_4.6X2.8,
MBR120,D1,Metro Mini 328 V2 - STEMMA QT-import-fps:SOD-123FL,
MIC5225-5.0,U1,Metro Mini 328 V2 - STEMMA QT-import-fps:SOT23-5,
RED,L0,Metro Mini 328 V2 - STEMMA QT-import-fps:CHIPLED_0603_NOOUTLINE,
STEMMA_I2C_QT,CONN1,Metro Mini 328 V2 - STEMMA QT-import-fps:JST_SH4,C160404
USB C,X3,Metro Mini 328 V2 - STEMMA QT-import-fps:USB_C_CUSB31-CFM2AX-01-X,
YELLOW,"D4,D5",Metro Mini 328 V2 - STEMMA QT-import-fps:CHIPLED_0603_NOOUTLINE,
