Designator,Mid X,Mid Y,Rotation,Layer
C1,12.9540,11.1760,0.00,Top
C2,7.3660,5.5245,0.00,Top
C3,5.8420,12.5730,90.00,Top
CONN3,22.7330,8.8900,90.00,Top
CONN4,2.6670,8.8900,-90.00,Top
D1,3.5560,12.5730,90.00,Top
D2,19.6850,12.7000,0.00,Top
JP1,12.7000,2.5400,0.00,Top
JP2,12.7000,15.2400,0.00,Top
Q2,17.7800,6.0960,90.00,Top
R1,8.6360,12.0650,0.00,Top
R3,17.7165,9.7155,-90.00,Top
U1,12.7000,8.6360,0.00,Top
U2,7.7470,8.5090,0.00,Top
U$4,4.3180,14.0970,0.00,Top
U$11,21.2725,14.1605,180.00,Bottom
U$25,3.7465,6.2865,180.00,Bottom
U$30,22.4790,4.4450,90.00,Bottom
U$31,2.9210,13.3350,-90.00,Bottom
