Designator,Mid X,Mid Y,Rotation,Layer
C1,22.0980,16.7640,90.00,Top
C2,26.2890,13.9700,0.00,Top
C3,11.0490,13.2080,180.00,Top
C4,12.7000,6.8580,180.00,Top
C5,8.0010,6.7310,0.00,Top
C6,26.4160,5.5880,0.00,Top
C7,7.4930,15.3670,90.00,Top
C8,26.2890,15.8750,0.00,Top
FB1,10.9220,11.4300,180.00,Top
FB2,11.8110,4.9530,0.00,Top
IC1,14.2819,17.2539,90.00,Top
IC2,19.5580,9.6520,0.00,Top
LED1,6.0960,2.0320,180.00,Top
LED2,5.8420,20.7010,0.00,Top
Q1,10.4140,16.5100,-90.00,Top
R1,26.2890,12.0650,0.00,Top
R2,11.0490,9.6520,180.00,Top
R3,7.1120,4.8260,180.00,Top
R4,5.9690,18.0340,180.00,Top
R5,16.9218,17.4988,-90.00,Top
R6,20.1930,17.2720,-90.00,Top
R7,31.1150,11.4300,-90.00,Top
U$2,20.3200,1.2700,0.00,Top
U$3,20.3200,21.5900,180.00,Top
U$8,32.8930,9.3980,0.00,Top
U$9,36.9570,3.3020,180.00,Bottom
U$11,35.8140,6.9850,0.00,Top
X1,4.3180,11.4300,-90.00,Top
