Comment,Designator,Footprint,LCSC Part #
,"JP2,JP3",Adafruit STEMMA QT Booster Breakout-import-fps:1X05_ROUND_76,C42431835
,U$2,Adafruit STEMMA QT Booster Breakout-import-fps:ADAFRUIT_3.5MM,
,U$25,Adafruit STEMMA QT Booster Breakout-import-fps:PCBFEAT-REV-040,
,PLABEL0,Adafruit STEMMA QT Booster Breakout-import-fps:PLABEL0,
,PLABEL1,Adafruit STEMMA QT Booster Breakout-import-fps:PLABEL1,
,PLABEL10,Adafruit STEMMA QT Booster Breakout-import-fps:PLABEL10,
,PLABEL11,Adafruit STEMMA QT Booster Breakout-import-fps:PLABEL11,
,PLABEL12,Adafruit STEMMA QT Booster Breakout-import-fps:PLABEL12,
,PLABEL13,Adafruit STEMMA QT Booster Breakout-import-fps:PLABEL13,
,PLABEL14,Adafruit STEMMA QT Booster Breakout-import-fps:PLABEL14,
,PLABEL2,Adafruit STEMMA QT Booster Breakout-import-fps:PLABEL2,
,PLABEL3,Adafruit STEMMA QT Booster Breakout-import-fps:PLABEL3,
,PLABEL4,Adafruit STEMMA QT Booster Breakout-import-fps:PLABEL4,
,PLABEL5,Adafruit STEMMA QT Booster Breakout-import-fps:PLABEL5,
,PLABEL6,Adafruit STEMMA QT Booster Breakout-import-fps:PLABEL6,
,PLABEL7,Adafruit STEMMA QT Booster Breakout-import-fps:PLABEL7,
,PLABEL8,Adafruit STEMMA QT Booster Breakout-import-fps:PLABEL8,
,PLABEL9,Adafruit STEMMA QT Booster Breakout-import-fps:PLABEL9,
,"U$30,U$31",Adafruit STEMMA QT Booster Breakout-import-fps:STEMMAQT,
0.1uF,C1,Adafruit STEMMA QT Booster Breakout-import-fps:0603-NO,C14663
10K,R1,Adafruit STEMMA QT Booster Breakout-import-fps:0603-NO,C98220
10K Pack,R3,Adafruit STEMMA QT Booster Breakout-import-fps:RESPACK_4X0603,C98220
10uF,"C4,C5",Adafruit STEMMA QT Booster Breakout-import-fps:0805-NO,
1uF,C6,Adafruit STEMMA QT Booster Breakout-import-fps:0805-NO,
AP3602/RT9361,IC1,Adafruit STEMMA QT Booster Breakout-import-fps:SOT23-6,
BSS138,Q2,Adafruit STEMMA QT Booster Breakout-import-fps:SOT363,
GREEN,D1,Adafruit STEMMA QT Booster Breakout-import-fps:CHIPLED_0603_NOOUTLINE,
STEMMA_I2C_QT,"CONN3,CONN4",Adafruit STEMMA QT Booster Breakout-import-fps:JST_SH4,C160404
