Comment,Designator,Footprint,LCSC Part #
,JP5,Adafruit IS31FL3741 Matrix-import-fps:1X07_ROUND_76,C7501585
,U$10,Adafruit IS31FL3741 Matrix-import-fps:ADAFRUIT_5MM,
,U$16,Adafruit IS31FL3741 Matrix-import-fps:ADAFRUIT_TEXT_30MM,
,U$11,Adafruit IS31FL3741 Matrix-import-fps:PCBFEAT-REV-040,
10uF,"C1,C3,C4,C5",Adafruit IS31FL3741 Matrix-import-fps:0805-NO,
1uF,"C2,C6",Adafruit IS31FL3741 Matrix-import-fps:0603-NO,C5673
2.2K,R1,Adafruit IS31FL3741 Matrix-import-fps:0603-NO,C4190
22,"R9,R23",Adafruit IS31FL3741 Matrix-import-fps:0603-NO,C23345
22,"R2,R3,R4,R5,R6,R8",Adafruit IS31FL3741 Matrix-import-fps:RESPACK_4X0603,C23345
4.7K,R7,Adafruit IS31FL3741 Matrix-import-fps:RESPACK_4X0603,C23162
51,"R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22",Adafruit IS31FL3741 Matrix-import-fps:0603-NO,
IS31FL3741,X1,Adafruit IS31FL3741 Matrix-import-fps:QFN60_7MM,
RGBLED_CA_2121,"LED1,LED2,LED3,LED4,LED5,LED6,LED7,LED8,LED9,LED10,LED11,LED12,LED13,LED14,LED15,LED16,LED17,LED18,LED19,LED20,LED21,LED22,LED23,LED24,LED25,LED26,LED27,LED28,LED29,LED30,LED31,LED32,LED33,LED34,LED35,LED36,LED37,LED38,LED39,LED40,LED41,LED42,LED43,LED44,LED45,LED46,LED47,LED48,LED49,LED50,LED51,LED52,LED53,LED54,LED55,LED56,LED57,LED58,LED59,LED60,LED61,LED62,LED63,LED64,LED65,LED66,LED67,LED68,LED69,LED70,LED71,LED72,LED73,LED74,LED75,LED76,LED77,LED78,LED79,LED80,LED81,LED82,LED83,LED84,LED85,LED86,LED87,LED88,LED89,LED90,LED91,LED92,LED93,LED94,LED95,LED96,LED97,LED98,LED99,LED100,LED101,LED102,LED103,LED104,LED105,LED106,LED107,LED108,LED109,LED110,LED111,LED112,LED113,LED114,LED115,LED116,LED117",Adafruit IS31FL3741 Matrix-import-fps:RGBLED_2121,
STEMMA_I2C_QT,"CONN1,CONN2",Adafruit IS31FL3741 Matrix-import-fps:JST_SH4,C160404
