Designator,Comment,Footprint,OOMP ID,Reason
C4,10uF,SGP30 Rev D-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C5,10uF,SGP30 Rev D-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
D1,RED,SGP30 Rev D-import-fps:CHIPLED_0603_NOOUTLINE,electronic_led_0603_red,No verified LCSC part number
Q2,BSS138,SGP30 Rev D-import-fps:SOT363,electronic_transistor_sot_363_6_mosfet_n_channel_dual,No verified LCSC part number
R1,4.7ohm,SGP30 Rev D-import-fps:0603-NO,,No verified LCSC part number
U1,MCP-1.8V,SGP30 Rev D-import-fps:SOT23-5,,No verified LCSC part number
U$34,,SGP30 Rev D-import-fps:ADAFRUIT_3.5MM,,No verified LCSC part number
U$35,,SGP30 Rev D-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
U$36,,SGP30 Rev D-import-fps:STEMMAQT,,No verified LCSC part number
U$37,,SGP30 Rev D-import-fps:STEMMAQT,,No verified LCSC part number
X1,SGP30,SGP30 Rev D-import-fps:SGP30,,No verified LCSC part number
