Designator,Mid X,Mid Y,Rotation,Layer
C4,7.8740,5.7150,0.00,Top
C5,8.1280,12.1920,0.00,Top
C6,12.4460,11.5570,0.00,Top
CONN3,22.8600,8.8900,90.00,Top
CONN4,2.5400,8.8900,-90.00,Top
D1,3.5560,12.5730,90.00,Top
JP3,12.7000,2.5400,0.00,Top
Q2,16.8910,7.4930,90.00,Top
R1,12.4460,13.2080,0.00,Top
R2,5.5880,12.4460,-90.00,Top
R3,17.1450,11.4300,180.00,Top
U1,8.1280,9.0170,0.00,Top
U$34,4.5720,13.7160,0.00,Top
U$35,6.0960,16.5100,180.00,Bottom
U$36,22.4790,4.4450,90.00,Bottom
U$37,2.9210,13.3350,-90.00,Bottom
X1,12.7000,8.8900,0.00,Top
