Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit DS3231 STEMMA QT-import-fps:1X08_ROUND_70,C492421
,U$1,Adafruit DS3231 STEMMA QT-import-fps:ADAFRUIT_2.5MM,
,U$25,Adafruit DS3231 STEMMA QT-import-fps:PCBFEAT-REV-040,
,U$31,Adafruit DS3231 STEMMA QT-import-fps:STEMMAQT,
0.1uF,C5,Adafruit DS3231 STEMMA QT-import-fps:0603-NO,C14663
10k,"R1,R2,R3",Adafruit DS3231 STEMMA QT-import-fps:0603-NO,C98220
10uF,C3,Adafruit DS3231 STEMMA QT-import-fps:0805-NO,
CR1220,B1,Adafruit DS3231 STEMMA QT-import-fps:CR1220,
DS3231/SO,IC2,Adafruit DS3231 STEMMA QT-import-fps:SO16W,
GREEN,D1,Adafruit DS3231 STEMMA QT-import-fps:CHIPLED_0603_NOOUTLINE,
STEMMA_I2C_QT,"CONN3,CONN4",Adafruit DS3231 STEMMA QT-import-fps:JST_SH4,C160404
