Designator,Comment,Footprint,OOMP ID,Reason
C1,0.1uF,Adafruit MAX31865-import-fps:0805-NO,,No verified LCSC part number
C2,0.1uF,Adafruit MAX31865-import-fps:0805-NO,,No verified LCSC part number
C3,100nF,Adafruit MAX31865-import-fps:0805-NO,,No verified LCSC part number
C4,10uF,Adafruit MAX31865-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C5,10uF,Adafruit MAX31865-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
D1,1N4148,Adafruit MAX31865-import-fps:SOD-323,electronic_diode_switching_sod_323_onsemi_1n4148ws,No verified LCSC part number
D2,1N4148,Adafruit MAX31865-import-fps:SOD-323,electronic_diode_switching_sod_323_onsemi_1n4148ws,No verified LCSC part number
D3,1N4148,Adafruit MAX31865-import-fps:SOD-323,electronic_diode_switching_sod_323_onsemi_1n4148ws,No verified LCSC part number
FB1,,Adafruit MAX31865-import-fps:0805-NO,,No verified LCSC part number
R1,430Ω / 4300Ω 0.1%,Adafruit MAX31865-import-fps:0805-NO,,No verified LCSC part number
U1,MAX31865,Adafruit MAX31865-import-fps:QFN20_4MM_0.65MM,,No verified LCSC part number
U3,MIC5225-3.3,Adafruit MAX31865-import-fps:SOT23-5,,No verified LCSC part number
U$8,,Adafruit MAX31865-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
U$16,,Adafruit MAX31865-import-fps:ADAFRUIT_3.5MM,,No verified LCSC part number
U$20,,Adafruit MAX31865-import-fps:ADAFRUIT_5MM,,No verified LCSC part number
U$21,,Adafruit MAX31865-import-fps:ADAFRUIT_5MM,,No verified LCSC part number
X1,3.5mm,Adafruit MAX31865-import-fps:TERMBLOCK_1X2-3.5MM,,No verified LCSC part number
X2,3.5mm,Adafruit MAX31865-import-fps:TERMBLOCK_1X2-3.5MM,,No verified LCSC part number
