Comment,Designator,Footprint,LCSC Part #
,FB1,Adafruit MAX31865-import-fps:0805-NO,
,JP1,Adafruit MAX31865-import-fps:1X08_ROUND_70,C492421
,U$16,Adafruit MAX31865-import-fps:ADAFRUIT_3.5MM,
,"U$20,U$21",Adafruit MAX31865-import-fps:ADAFRUIT_5MM,
,U$8,Adafruit MAX31865-import-fps:PCBFEAT-REV-040,
0.1uF,"C1,C2",Adafruit MAX31865-import-fps:0805-NO,
100nF,C3,Adafruit MAX31865-import-fps:0805-NO,
10K,"R6,R7,R8",Adafruit MAX31865-import-fps:0805-NO,C17414
10uF,"C4,C5",Adafruit MAX31865-import-fps:0805-NO,
1N4148,"D1,D2,D3",Adafruit MAX31865-import-fps:SOD-323,
3.5mm,"X1,X2",Adafruit MAX31865-import-fps:TERMBLOCK_1X2-3.5MM,
430Ω / 4300Ω 0.1%,R1,Adafruit MAX31865-import-fps:0805-NO,
MAX31865,U1,Adafruit MAX31865-import-fps:QFN20_4MM_0.65MM,
MIC5225-3.3,U3,Adafruit MAX31865-import-fps:SOT23-5,
