Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit 1.28 240x240 Round Display-import-fps:1X11_ROUND_76,C2894934
,U$1,Adafruit 1.28 240x240 Round Display-import-fps:ADAFRUIT_5MM,
,U$7,Adafruit 1.28 240x240 Round Display-import-fps:EYESPI_MINI_LOGO,
,U$2,Adafruit 1.28 240x240 Round Display-import-fps:PCBFEAT-REV-040,
,PLABEL0,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL0,
,PLABEL1,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL1,
,PLABEL13,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL13,
,PLABEL14,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL14,
,PLABEL15,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL15,
,PLABEL16,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL16,
,PLABEL17,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL17,
,PLABEL2,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL2,
,PLABEL23,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL23,
,PLABEL24,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL24,
,PLABEL25,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL25,
,PLABEL26,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL26,
,PLABEL27,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL27,
,PLABEL28,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL28,
,PLABEL3,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL3,
,PLABEL4,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL4,
,PLABEL5,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL5,
,PLABEL6,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL6,
,PLABEL7,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL7,
,PLABEL8,Adafruit 1.28 240x240 Round Display-import-fps:PLABEL8,
0.1uF,"C3,C5",Adafruit 1.28 240x240 Round Display-import-fps:0603-NO,C14663
10,R5,Adafruit 1.28 240x240 Round Display-import-fps:0603-NO,C22859
10K,"R1,R2,R3,R4",Adafruit 1.28 240x240 Round Display-import-fps:0603-NO,C98220
10uF,"C1,C2,C4",Adafruit 1.28 240x240 Round Display-import-fps:0805-NO,
74HC4050PWR,U1,Adafruit 1.28 240x240 Round Display-import-fps:TSSOP16,
AP2112K-3.3,U2,Adafruit 1.28 240x240 Round Display-import-fps:SOT23-5,
APX803-SAG,IC4,Adafruit 1.28 240x240 Round Display-import-fps:SOT23-WIDE,
BSS138,Q3,Adafruit 1.28 240x240 Round Display-import-fps:SOT23-WIDE,C52895
DISP_LCD_GENERIC_SPI_1.28_240X240_ROUND,DISP1,Adafruit 1.28 240x240 Round Display-import-fps:TFT_1.28IN_ROUND_240X240_12P,
EYE_SPI_DISPLAY_FLIP,X1,Adafruit 1.28 240x240 Round Display-import-fps:EYE_SPI_DISPLAY_BOTCONTACT,
FIDUCIAL_1MM,"U$4,U$5",Adafruit 1.28 240x240 Round Display-import-fps:FIDUCIAL_1MM,
MicroSD,X2,Adafruit 1.28 240x240 Round Display-import-fps:MICROSD,
