Designator,Comment,Footprint,OOMP ID,Reason
BAT0,CR1220,ratt-import-fps:CR1220-THM,,No verified LCSC part number
C1,0.1uF,ratt-import-fps:C025-025X050,,No verified LCSC part number
C5,0.1uF,ratt-import-fps:C025-025X050,,No verified LCSC part number
D1,1N4004,ratt-import-fps:DO41-10,,No verified LCSC part number
IC1,ATMEGA168-20P,ratt-import-fps:DIL28-3,,No verified LCSC part number
IC2,78L05Z,ratt-import-fps:TO92,,No verified LCSC part number
IC2'0,7805T,ratt-import-fps:TO220H,,No verified LCSC part number
IC3,DS1307,ratt-import-fps:DIL08,,No verified LCSC part number
ISP0,ISP,ratt-import-fps:2X03,,No verified LCSC part number
JP1,BRK1,ratt-import-fps:1X14,,No verified LCSC part number
JP2,BRK2,ratt-import-fps:1X14,,No verified LCSC part number
JP3,FTDI,ratt-import-fps:1X06,,No verified LCSC part number
LED1,Red,ratt-import-fps:LED3MM,,No verified LCSC part number
Q1,32.768,ratt-import-fps:TC38H,,No verified LCSC part number
R1,1k,ratt-import-fps:0207_10,,No verified LCSC part number
R2,100,ratt-import-fps:0207_10,,No verified LCSC part number
R2'0,100,ratt-import-fps:0207_10,,No verified LCSC part number
R3,1K,ratt-import-fps:0207_10,,No verified LCSC part number
R4,1K,ratt-import-fps:0207_10,,No verified LCSC part number
R5,1K,ratt-import-fps:0207_10,,No verified LCSC part number
R6,1K,ratt-import-fps:0207_10,,No verified LCSC part number
R7,1K,ratt-import-fps:0207_10,,No verified LCSC part number
R8,2.2k,ratt-import-fps:0207_10,,No verified LCSC part number
R9,2.2k,ratt-import-fps:0207_10,,No verified LCSC part number
R10,10K,ratt-import-fps:0207_10,,No verified LCSC part number
S1,,ratt-import-fps:B3F-31XX,,No verified LCSC part number
S2,,ratt-import-fps:B3F-31XX,,No verified LCSC part number
S3,,ratt-import-fps:B3F-31XX,,No verified LCSC part number
SW1,OS102011MA1Q,ratt-import-fps:OS102011MA1Q,,No verified LCSC part number
TM1,10K,ratt-import-fps:CA6H,,No verified LCSC part number
U$1,TS12864A,ratt-import-fps:TS12864,,No verified LCSC part number
U$2,,ratt-import-fps:http___www.ladyada.net_make_monochron,,No verified LCSC part number
