Designator,Mid X,Mid Y,Rotation,Layer
C1,27.6860,7.3660,-90.00,Top
C2,11.0490,7.2390,90.00,Top
C4,23.6601,14.7701,90.00,Top
C5,22.0345,14.7320,90.00,Top
CONN4,48.2600,11.4300,90.00,Top
IC1,22.8600,11.4300,180.00,Top
JP1,31.7500,11.4300,-90.00,Top
JP2,30.4800,19.0500,0.00,Top
JP3,25.4000,3.8100,180.00,Top
JP4,36.8300,11.4300,-90.00,Top
MAG_HDR0,19.0500,11.4300,-90.00,Top
MS1,0.0000,0.0000,0.00,Top
R1,43.1800,16.2560,-90.00,Top
R2,13.7160,8.1280,180.00,Top
R3,13.7160,10.0330,0.00,Top
R4,22.3520,7.6200,0.00,Top
R5,29.4640,7.3660,90.00,Top
R7,46.3550,16.2560,-90.00,Top
SW1,10.7950,20.3200,0.00,Top
U$13,4.9530,4.5720,90.00,Bottom
U$31,47.7520,7.4930,90.00,Bottom
U$35,27.9400,11.4300,0.00,Top
U$50,13.3350,12.5730,90.00,Top
U$51,49.4030,5.3340,0.00,Top
