Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit Infrared IR Remote Transceiver-import-fps:1X04_ROUND_76,C42431795
,U$13,Adafruit Infrared IR Remote Transceiver-import-fps:ADAFRUIT_2.5MM,
,U$12,Adafruit Infrared IR Remote Transceiver-import-fps:ADAFRUIT_3.5MM,
,U$5,Adafruit Infrared IR Remote Transceiver-import-fps:PCBFEAT-REV-040,
,PLABEL0,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL0,
,PLABEL1,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL1,
,PLABEL10,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL10,
,PLABEL11,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL11,
,PLABEL12,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL12,
,PLABEL13,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL13,
,PLABEL14,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL14,
,PLABEL15,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL15,
,PLABEL16,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL16,
,PLABEL17,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL17,
,PLABEL2,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL2,
,PLABEL3,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL3,
,PLABEL4,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL4,
,PLABEL5,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL5,
,PLABEL6,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL6,
,PLABEL7,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL7,
,PLABEL8,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL8,
,PLABEL9,Adafruit Infrared IR Remote Transceiver-import-fps:PLABEL9,
100,R4,Adafruit Infrared IR Remote Transceiver-import-fps:0603-NO,C22775
10K,"R1,R5",Adafruit Infrared IR Remote Transceiver-import-fps:0603-NO,C98220
10uF,C1,Adafruit Infrared IR Remote Transceiver-import-fps:0805-NO,
1206 IR 940nm,D4,Adafruit Infrared IR Remote Transceiver-import-fps:CHIPLED_1206,
1206 IR 940nm Side,D5,Adafruit Infrared IR Remote Transceiver-import-fps:LED_1206_SIDE,
22,"R6,R7",Adafruit Infrared IR Remote Transceiver-import-fps:0603-NO,C23345
33K,R3,Adafruit Infrared IR Remote Transceiver-import-fps:0603-NO,C4216
4.7K,R2,Adafruit Infrared IR Remote Transceiver-import-fps:0603-NO,C23162
AO3406,Q1,Adafruit Infrared IR Remote Transceiver-import-fps:SOT23-WIDE,
GREEN,D2,Adafruit Infrared IR Remote Transceiver-import-fps:CHIPLED_0603_NOOUTLINE,
IRM-H6XXT,O1,Adafruit Infrared IR Remote Transceiver-import-fps:IRM-H6XXT,
STEMMA_I2C_RASMT,CONN1,Adafruit Infrared IR Remote Transceiver-import-fps:JSTPH4,
YELLOW,"D1,D3",Adafruit Infrared IR Remote Transceiver-import-fps:CHIPLED_0603_NOOUTLINE,
