Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit Qwiic Stemma QT Breakout-import-fps:1X04_ROUND_76,C42431795
,U$2,Adafruit Qwiic Stemma QT Breakout-import-fps:ADAFRUIT_3.5MM,
,U$25,Adafruit Qwiic Stemma QT Breakout-import-fps:PCBFEAT-REV-040,
,PLABEL0,Adafruit Qwiic Stemma QT Breakout-import-fps:PLABEL0,
,PLABEL1,Adafruit Qwiic Stemma QT Breakout-import-fps:PLABEL1,
,PLABEL2,Adafruit Qwiic Stemma QT Breakout-import-fps:PLABEL2,
,PLABEL3,Adafruit Qwiic Stemma QT Breakout-import-fps:PLABEL3,
,PLABEL4,Adafruit Qwiic Stemma QT Breakout-import-fps:PLABEL4,
,PLABEL5,Adafruit Qwiic Stemma QT Breakout-import-fps:PLABEL5,
,PLABEL6,Adafruit Qwiic Stemma QT Breakout-import-fps:PLABEL6,
,U$31,Adafruit Qwiic Stemma QT Breakout-import-fps:STEMMAQT,
10K,"R2,R3",Adafruit Qwiic Stemma QT Breakout-import-fps:0603-NO,C98220
10uF,C1,Adafruit Qwiic Stemma QT Breakout-import-fps:0805-NO,
22K,R1,Adafruit Qwiic Stemma QT Breakout-import-fps:0603-NO,C31850
GREEN,D1,Adafruit Qwiic Stemma QT Breakout-import-fps:CHIPLED_0603_NOOUTLINE,
STEMMA_I2C_QT,CONN5,Adafruit Qwiic Stemma QT Breakout-import-fps:JST_SH4,C160404
