Comment,Designator,Footprint,LCSC Part #
,"U$7,U$8",Adafruit Terminal Block BFF-import-fps:ADAFRUIT_5MM,
,U$9,Adafruit Terminal Block BFF-import-fps:PCBFEAT-REV-040,
,PLABEL0,Adafruit Terminal Block BFF-import-fps:PLABEL0,
,PLABEL1,Adafruit Terminal Block BFF-import-fps:PLABEL1,
,PLABEL10,Adafruit Terminal Block BFF-import-fps:PLABEL10,
,PLABEL11,Adafruit Terminal Block BFF-import-fps:PLABEL11,
,PLABEL12,Adafruit Terminal Block BFF-import-fps:PLABEL12,
,PLABEL13,Adafruit Terminal Block BFF-import-fps:PLABEL13,
,PLABEL14,Adafruit Terminal Block BFF-import-fps:PLABEL14,
,PLABEL15,Adafruit Terminal Block BFF-import-fps:PLABEL15,
,PLABEL16,Adafruit Terminal Block BFF-import-fps:PLABEL16,
,PLABEL17,Adafruit Terminal Block BFF-import-fps:PLABEL17,
,PLABEL18,Adafruit Terminal Block BFF-import-fps:PLABEL18,
,PLABEL19,Adafruit Terminal Block BFF-import-fps:PLABEL19,
,PLABEL2,Adafruit Terminal Block BFF-import-fps:PLABEL2,
,PLABEL20,Adafruit Terminal Block BFF-import-fps:PLABEL20,
,PLABEL21,Adafruit Terminal Block BFF-import-fps:PLABEL21,
,PLABEL22,Adafruit Terminal Block BFF-import-fps:PLABEL22,
,PLABEL23,Adafruit Terminal Block BFF-import-fps:PLABEL23,
,PLABEL24,Adafruit Terminal Block BFF-import-fps:PLABEL24,
,PLABEL25,Adafruit Terminal Block BFF-import-fps:PLABEL25,
,PLABEL26,Adafruit Terminal Block BFF-import-fps:PLABEL26,
,PLABEL27,Adafruit Terminal Block BFF-import-fps:PLABEL27,
,PLABEL28,Adafruit Terminal Block BFF-import-fps:PLABEL28,
,PLABEL29,Adafruit Terminal Block BFF-import-fps:PLABEL29,
,PLABEL3,Adafruit Terminal Block BFF-import-fps:PLABEL3,
,PLABEL31,Adafruit Terminal Block BFF-import-fps:PLABEL31,
,PLABEL32,Adafruit Terminal Block BFF-import-fps:PLABEL32,
,PLABEL33,Adafruit Terminal Block BFF-import-fps:PLABEL33,
,PLABEL34,Adafruit Terminal Block BFF-import-fps:PLABEL34,
,PLABEL35,Adafruit Terminal Block BFF-import-fps:PLABEL35,
,PLABEL36,Adafruit Terminal Block BFF-import-fps:PLABEL36,
,PLABEL37,Adafruit Terminal Block BFF-import-fps:PLABEL37,
,PLABEL38,Adafruit Terminal Block BFF-import-fps:PLABEL38,
,PLABEL4,Adafruit Terminal Block BFF-import-fps:PLABEL4,
,PLABEL5,Adafruit Terminal Block BFF-import-fps:PLABEL5,
,PLABEL6,Adafruit Terminal Block BFF-import-fps:PLABEL6,
,PLABEL7,Adafruit Terminal Block BFF-import-fps:PLABEL7,
,PLABEL8,Adafruit Terminal Block BFF-import-fps:PLABEL8,
,PLABEL9,Adafruit Terminal Block BFF-import-fps:PLABEL9,
10uF,"C1,C20",Adafruit Terminal Block BFF-import-fps:0805-NO,
5.1K,"R1,R2,R3,R8",Adafruit Terminal Block BFF-import-fps:_0402NO,C25905
GREEN,DONE0,Adafruit Terminal Block BFF-import-fps:CHIPLED_0603_NOOUTLINE,
JSTPH,X2,Adafruit Terminal Block BFF-import-fps:JSTPH2_BATT,
MCP73831T-2ACI/OT,U3,Adafruit Terminal Block BFF-import-fps:SOT23-5,
ORANGE,CHG0,Adafruit Terminal Block BFF-import-fps:CHIPLED_0603_NOOUTLINE,
PMEG2020,D2,Adafruit Terminal Block BFF-import-fps:SOD-123FL,
QTPY_SOCKET_DUAL_SMT,X1,Adafruit Terminal Block BFF-import-fps:QTPY_SMT,
STEMMA_I2C_QT,CONN1,Adafruit Terminal Block BFF-import-fps:JST_SH4,C160404
Terminal,"JP1,JP2",Adafruit Terminal Block BFF-import-fps:1X07_2.54MMTERMINAL,C7501585
