Designator,Comment,Footprint,OOMP ID,Reason
C1,10uF,Adafruit ESP32 Feather V2-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C2,10uF,Adafruit ESP32 Feather V2-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C3,10µF,Adafruit ESP32 Feather V2-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C6,10µF,Adafruit ESP32 Feather V2-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C7,10µF,Adafruit ESP32 Feather V2-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C8,10µF,Adafruit ESP32 Feather V2-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C13,10uF,Adafruit ESP32 Feather V2-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
CHG0,ORANGE,Adafruit ESP32 Feather V2-import-fps:CHIPLED_0603_NOOUTLINE,electronic_led_0603,No verified LCSC part number
CONN1,STEMMA_I2C_QTRA,Adafruit ESP32 Feather V2-import-fps:JST_SH4_RA,,No verified LCSC part number
D3,RED,Adafruit ESP32 Feather V2-import-fps:CHIPLED_0603_NOOUTLINE,electronic_led_0603_red,No verified LCSC part number
D4,MBR540,Adafruit ESP32 Feather V2-import-fps:SOD-123,,No verified LCSC part number
D+1,"TPB1,27","Adafruit ESP32 Feather V2-import-fps:B1,27",,No verified LCSC part number
D-1,"TPB1,27","Adafruit ESP32 Feather V2-import-fps:B1,27",,No verified LCSC part number
IC3,CP2102N-24,Adafruit ESP32 Feather V2-import-fps:QFN24_4MM_SMSC,,No verified LCSC part number
LED1,WS2812B3535,Adafruit ESP32 Feather V2-import-fps:LED3535,,No verified LCSC part number
Q3,DMG3415U,Adafruit ESP32 Feather V2-import-fps:SOT23-R,,No verified LCSC part number
Q5,DUAL NPN,Adafruit ESP32 Feather V2-import-fps:SOT363,,No verified LCSC part number
R1,200K,Adafruit ESP32 Feather V2-import-fps:0603-NO,electronic_resistor_0603_200000_ohm,No verified LCSC part number
R3,200K,Adafruit ESP32 Feather V2-import-fps:0603-NO,electronic_resistor_0603_200000_ohm,No verified LCSC part number
SW1,KMR2,Adafruit ESP32 Feather V2-import-fps:BTN_KMR2_4.6X2.8,,No verified LCSC part number
SW2,KMR2,Adafruit ESP32 Feather V2-import-fps:BTN_KMR2_4.6X2.8,,No verified LCSC part number
U1,AP2112-3.3,Adafruit ESP32 Feather V2-import-fps:SOT23-5,,No verified LCSC part number
U2,AP2112-3.3,Adafruit ESP32 Feather V2-import-fps:SOT23-5,,No verified LCSC part number
U3,MCP73831T-2ACI/OT,Adafruit ESP32 Feather V2-import-fps:SOT23-5,,No verified LCSC part number
U$7,,Adafruit ESP32 Feather V2-import-fps:ADAFRUIT_5MM,,No verified LCSC part number
U$9,,Adafruit ESP32 Feather V2-import-fps:FEATHERLOGO_MED,,No verified LCSC part number
U$13,,Adafruit ESP32 Feather V2-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
U$14,,Adafruit ESP32 Feather V2-import-fps:ADAFRUIT_2.5MM,,No verified LCSC part number
U$15,,Adafruit ESP32 Feather V2-import-fps:ADAFRUIT_3.5MM,,No verified LCSC part number
U$34,FIDUCIAL_1MM,Adafruit ESP32 Feather V2-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$35,FIDUCIAL_1MM,Adafruit ESP32 Feather V2-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$43,,Adafruit ESP32 Feather V2-import-fps:HUZZAH32,,No verified LCSC part number
X1,JSTPH,Adafruit ESP32 Feather V2-import-fps:JSTPH2_BATT,,No verified LCSC part number
X3,ESP32-PICO-MINI-02MINI,Adafruit ESP32 Feather V2-import-fps:ESP32-PICO-MINI,,No verified LCSC part number
X6,USB Type C,Adafruit ESP32 Feather V2-import-fps:USB_C_CUSB31-CFM2AX-01-X,,No verified LCSC part number
