Designator,Mid X,Mid Y,Rotation,Layer
C1,15.9893,4.1275,0.00,Top
C2,42.9260,18.7960,0.00,Top
C3,16.9545,18.6055,0.00,Top
C4,8.2550,5.2070,90.00,Top
C5,26.2890,16.8275,0.00,Top
C6,22.2650,14.2825,-90.00,Top
C7,32.7025,10.2870,-90.00,Top
C8,20.2715,14.2910,-90.00,Top
C9,22.5425,4.6990,-90.00,Top
C10,15.8750,9.3980,90.00,Top
C11,16.3195,5.7785,180.00,Top
C12,14.3510,9.3980,90.00,Top
C13,26.2255,18.3515,0.00,Top
CHG0,2.0320,5.4610,-90.00,Top
CONN1,29.7815,15.7480,-90.00,Top
D3,2.3495,17.3355,90.00,Top
D4,12.3190,12.1285,180.00,Top
D+1,3.8100,12.7000,180.00,Bottom
D-1,3.8100,10.1600,180.00,Bottom
IC3,20.5105,8.7630,0.00,Top
JP1,25.4000,1.2700,180.00,Top
JP3,30.4800,21.5900,0.00,Top
LED1,31.2420,6.0960,180.00,Top
Q3,11.7475,9.6520,0.00,Top
Q5,26.4795,13.2715,180.00,Top
R1,24.1300,13.9065,-90.00,Top
R2,5.9690,4.1910,0.00,Top
R3,26.2890,15.4305,180.00,Top
R4,16.7640,16.4465,0.00,Top
R5,8.6360,9.8425,-90.00,Top
R6,8.6995,12.9540,90.00,Top
R7,23.4315,17.7165,-90.00,Top
R9,19.8120,4.7625,0.00,Top
R10,5.5880,21.0820,-90.00,Top
R12,16.9545,11.6840,0.00,Top
R13,25.7810,9.6520,0.00,Top
SW1,26.2255,6.3500,180.00,Top
SW2,11.7475,6.3500,0.00,Top
U1,29.7815,9.9060,-90.00,Top
U2,20.7645,17.7165,90.00,Top
U3,17.1450,13.9700,-90.00,Top
U$7,50.1650,19.3675,-90.00,Bottom
U$9,25.1460,9.0805,180.00,Bottom
U$13,39.7510,7.6835,180.00,Bottom
U$14,31.5468,17.5006,0.00,Top
U$15,46.1010,9.3980,0.00,Top
U$34,11.4300,21.0820,-90.00,Top
U$35,46.4022,1.2389,-90.00,Top
U$43,49.7205,10.8585,180.00,Bottom
X1,10.9855,19.3040,0.00,Top
X3,39.3700,11.4300,-90.00,Top
X6,2.6670,11.4300,-90.00,Top
