Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit MatrixPortal S3-import-fps:1X11_ROUND,C2894934
,U$44,Adafruit MatrixPortal S3-import-fps:PCBFEAT-REV-040,
,U$26,Adafruit MatrixPortal S3-import-fps:S3_MATRIXPORTAL_BOT,
,U$25,Adafruit MatrixPortal S3-import-fps:S3_MATRIXPORTAL_TOP,
0.1uF,"C5,C10,C11,C14,C15",Adafruit MatrixPortal S3-import-fps:0603-NO,C14663
100uF/6.3V,PC2,Adafruit MatrixPortal S3-import-fps:PANASONIC_D,
10K,"R1,R2,R3,R6,R7,R16",Adafruit MatrixPortal S3-import-fps:0603-NO,C98220
10uF,"C2,C3,C4,C7,C18,C19,C20,C22,C23",Adafruit MatrixPortal S3-import-fps:0805-NO,
1K,R9,Adafruit MatrixPortal S3-import-fps:0603-NO,C2907002
1Meg,R17,Adafruit MatrixPortal S3-import-fps:0603-NO,C2907003
1uF,"C17,C21,C24",Adafruit MatrixPortal S3-import-fps:0603-NO,C5673
2x10_SMT_F,JP3,Adafruit MatrixPortal S3-import-fps:2X10_SMT_FEMALE,
2x8_SMT_IDC,JP2,Adafruit MatrixPortal S3-import-fps:2X08_SHROUDEDSMT,
3.6V,D2,Adafruit MatrixPortal S3-import-fps:SOD-323,
5.1K Pack,R10,Adafruit MatrixPortal S3-import-fps:RESPACK_4X0603,C23186
74AHCT245,"U1,U5",Adafruit MatrixPortal S3-import-fps:TSSOP20,
ALS-PT19,U6,Adafruit MatrixPortal S3-import-fps:ALS-PT19-315C,
AP2112K-3.3,U2,Adafruit MatrixPortal S3-import-fps:SOT23-DBV,
ESP32-S3-WROOM,U3,Adafruit MatrixPortal S3-import-fps:S3-WROOM32,
GREEN,"UNK3VON0,UNK5VON0",Adafruit MatrixPortal S3-import-fps:CHIPLED_0603_NOOUTLINE,
JST PH 3,SENSE0,Adafruit MatrixPortal S3-import-fps:JSTPH3,
KMR2,SW1,Adafruit MatrixPortal S3-import-fps:BTN_RKB2_4.6X2.8,
LIS3DHTR,U4,Adafruit MatrixPortal S3-import-fps:LGA16_3X3MM,
RED,L0,Adafruit MatrixPortal S3-import-fps:CHIPLED_0603_NOOUTLINE,
STEMMA_I2C_QT,CONN1,Adafruit MatrixPortal S3-import-fps:JST_SH4,C160404
TL3330AF260QG,"DOWN0,RST0,UP0",Adafruit MatrixPortal S3-import-fps:SPST_TACTILE_RA,
USB TYPE C,X5,Adafruit MatrixPortal S3-import-fps:USB_C_CUSB31-CFM2AX-01-X,
WS2812B_3535FULL,LED1,Adafruit MatrixPortal S3-import-fps:LED3535_FULLPADS,
