Designator,Comment,Footprint,OOMP ID,Reason
C1,22uF,TPS62827 3.3V Buck Converter-import-fps:0805-NO,electronic_capacitor_0805_22_micro_farad,No verified LCSC part number
C2,22uF,TPS62827 3.3V Buck Converter-import-fps:0805-NO,electronic_capacitor_0805_22_micro_farad,No verified LCSC part number
C3,22uF,TPS62827 3.3V Buck Converter-import-fps:0805-NO,electronic_capacitor_0805_22_micro_farad,No verified LCSC part number
C4,120pF,TPS62827 3.3V Buck Converter-import-fps:0603-NO,,No verified LCSC part number
D1,green,TPS62827 3.3V Buck Converter-import-fps:CHIPLED_0603_NOOUTLINE,electronic_led_0603_green,No verified LCSC part number
IC2,TPS6282X,TPS62827 3.3V Buck Converter-import-fps:VSON_6,,No verified LCSC part number
L1,SDER041H-2R2MS,TPS62827 3.3V Buck Converter-import-fps:INDUCTOR_4X4MM_SRP0415,,No verified LCSC part number
R2,450K,TPS62827 3.3V Buck Converter-import-fps:0603-NO,,No verified LCSC part number
U$10,,TPS62827 3.3V Buck Converter-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
U$11,,TPS62827 3.3V Buck Converter-import-fps:ADAFRUIT_2.5MM,,No verified LCSC part number
U$18,,TPS62827 3.3V Buck Converter-import-fps:ADAFRUIT_3.5MM,,No verified LCSC part number
