Designator,Mid X,Mid Y,Rotation,Layer
BTN0,80.4545,11.4300,0.00,Top
BTN2,80.4545,27.9400,0.00,Top
BTN3,80.4545,19.5580,0.00,Top
C1,34.8615,26.6700,180.00,Top
C2,51.7525,34.6075,45.00,Top
C3,70.2310,9.7155,0.00,Top
C4,37.6555,23.3045,-90.00,Top
C5,58.1660,34.5440,0.00,Top
C6,32.6634,23.3417,-90.00,Top
C7,74.8665,28.5750,0.00,Top
C8,54.1655,30.0990,180.00,Top
C9,65.9765,23.1775,0.00,Top
C10,39.9288,23.9903,180.00,Top
C11,52.6492,25.8522,-90.00,Top
C12,32.2580,32.3215,180.00,Top
C13,30.4165,36.5760,0.00,Top
C14,40.8940,40.1320,0.00,Top
C15,39.9415,22.4790,0.00,Top
C16,54.1655,31.6230,0.00,Top
C17,49.1490,39.0525,90.00,Top
C18,57.9755,28.6385,180.00,Top
C19,7.9375,36.1315,0.00,Top
C20,36.3855,19.7485,0.00,Top
C21,50.9905,25.8445,-90.00,Top
C22,42.2910,21.2725,-90.00,Top
C23,57.9755,26.6700,180.00,Top
C24,46.8630,39.8145,0.00,Top
C25,46.6090,20.9550,-90.00,Top
C26,48.1965,41.3385,180.00,Top
C27,40.8940,41.8465,0.00,Top
C28,51.3715,18.0975,0.00,Top
C29,66.9290,19.6850,90.00,Top
C30,65.0875,19.8120,90.00,Top
C31,63.4365,20.5105,-90.00,Top
C32,21.2090,7.8740,-90.00,Top
C33,32.2580,30.7975,0.00,Top
C34,64.3255,32.1310,90.00,Top
C35,77.9145,34.0360,180.00,Top
C36,69.9135,33.6550,180.00,Top
C37,61.7855,27.1145,180.00,Top
C38,78.0415,32.1310,0.00,Top
C39,70.2310,8.0010,180.00,Top
C40,6.6040,43.1800,-90.00,Top
C41,74.1045,25.3365,-90.00,Top
C42,73.8505,34.2265,0.00,Top
C43,72.3900,40.7670,90.00,Top
C44,61.7855,34.9250,0.00,Top
C45,61.7855,28.8925,180.00,Top
C46,68.5800,5.0800,-90.00,Top
C48,8.0010,34.1630,0.00,Top
C50,5.7150,45.7200,180.00,Top
C53,14.7955,35.2425,90.00,Top
C54,2.1590,45.7200,0.00,Top
C55,8.0010,32.3850,0.00,Top
CONN1,72.9615,3.1115,0.00,Top
D2,11.3665,14.9225,90.00,Top
D3,49.0855,19.6850,-90.00,Top
DEBUG0,24.0030,35.1155,180.00,Top
ESP_BOOT0,51.8795,40.8940,0.00,Top
IC1,11.5570,34.6710,180.00,Top
JP1,70.7390,13.4620,-90.00,Top
JP3,42.8625,9.5250,180.00,Top
L0,36.9824,51.0540,180.00,Top
L1,40.0050,20.6375,180.00,Top
LED1,4.0005,36.0045,-90.00,Top
LED2,4.0005,42.3545,-90.00,Top
LED3,4.0005,29.6545,-90.00,Top
LED4,4.0005,23.3045,-90.00,Top
LED5,4.0005,17.1450,-90.00,Top
O1,52.2605,49.7205,0.00,Top
ON0,48.7934,50.8000,0.00,Top
P1LED0,36.7030,4.0640,0.00,Top
P2LED0,49.0220,4.0640,180.00,Top
PLABEL0,49.0220,52.8320,0.00,Top
PLABEL1,36.9570,53.0225,0.00,Top
PLABEL2,73.7870,47.1805,0.00,Top
PLABEL3,16.2560,15.8750,0.00,Top
PLABEL4,80.6450,23.9395,0.00,Top
PLABEL5,80.8355,15.5575,0.00,Top
PLABEL6,80.5815,7.5565,0.00,Top
PLABEL7,77.3430,1.3335,90.00,Top
PLABEL8,5.2070,7.6835,0.00,Top
PLABEL9,23.7490,13.2080,90.00,Top
PLABEL10,26.2890,13.1445,90.00,Top
PLABEL11,28.8290,12.8270,0.00,Top
PLABEL12,31.6865,12.8905,0.00,Top
PLABEL13,34.0360,12.8905,0.00,Top
PLABEL14,36.5760,12.8905,0.00,Top
PLABEL15,39.1795,12.8270,0.00,Top
PLABEL16,41.6560,12.8270,0.00,Top
PLABEL17,44.2595,12.8270,0.00,Top
PLABEL18,46.8630,12.8270,0.00,Top
PLABEL19,49.2760,12.8270,0.00,Top
PLABEL20,51.8160,12.8905,0.00,Top
PLABEL21,53.9750,12.8905,0.00,Top
PLABEL22,56.8325,12.8270,0.00,Top
PLABEL23,59.6265,12.8270,0.00,Top
PLABEL24,62.1030,12.8270,0.00,Top
PLABEL25,45.8470,0.9525,0.00,Top
PLABEL26,39.9415,0.9525,0.00,Top
PLABEL27,22.9870,16.0020,0.00,Top
PLABEL28,21.2725,24.7015,0.00,Top
PLABEL29,23.2410,32.6390,0.00,Top
PLABEL30,63.5635,43.1165,0.00,Top
PLABEL31,76.1365,11.4935,90.00,Top
PLABEL32,1.0160,29.4640,90.00,Top
PLABEL33,7.2390,1.3970,90.00,Top
PLABEL34,53.4670,45.3390,0.00,Top
PLABEL35,29.0195,53.2130,0.00,Top
PLABEL36,0.9525,27.2415,180.00,Bottom
PLABEL37,63.7540,21.6535,180.00,Bottom
PLABEL38,15.8750,1.2065,90.00,Bottom
PLABEL39,9.6520,1.2065,90.00,Bottom
PLABEL40,14.9860,3.4925,180.00,Bottom
PTC1,62.4205,23.1775,180.00,Top
Q1,55.1815,22.2885,0.00,Top
Q2,64.9605,40.5130,0.00,Top
Q3,37.5920,41.7195,180.00,Top
R1,58.8010,19.8120,180.00,Top
R2,48.8315,47.8155,90.00,Top
R3,29.0195,33.6550,-90.00,Top
R4,34.2265,23.3680,-90.00,Top
R5,36.1315,23.3680,90.00,Top
R6,33.0200,19.7485,0.00,Top
R7,66.8020,33.8455,180.00,Top
R8,55.3720,19.8120,180.00,Top
R9,58.5470,14.8590,-90.00,Top
R10,37.5920,44.1960,180.00,Top
R11,36.8300,48.1330,90.00,Top
R12,57.5310,40.6400,180.00,Top
