Ref,Val,Package,PosX,PosY,Rot,Side
"SJ1","","SOLDERJUMPER_2WAY_OPEN_NOPASTE",27.305000,13.970000,180.000000,bottom
"SJ2","","SOLDERJUMPER_2WAY_OPEN_NOPASTE",27.305000,16.256000,180.000000,bottom
"U$18","","PCBFEAT-REV-040",36.322000,27.051000,180.000000,bottom
"BATT0","JST 2PH","JST-PH-2-SMT-RA",34.544000,10.795000,-90.000000,top
"C1","10uF","0805-NO",13.716000,11.049000,180.000000,top
"C2","10uF","0805-NO",20.828000,19.177000,180.000000,top
"C3","10uF","0805-NO",25.527000,22.352000,90.000000,top
"C4","10uF","0805-NO",27.432000,22.352000,90.000000,top
"C5","10uF","0805-NO",27.305000,7.239000,-90.000000,top
"C6","10uF","0805-NO",27.305000,10.795000,90.000000,top
"C9","10uF","0805-NO",13.970000,16.129000,180.000000,top
"D1","GREEN","CHIPLED_0603",32.385000,15.748000,90.000000,top
"D2","SK34A","SMADIODE",12.192000,13.589000,180.000000,top
"D3","RED","CHIPLED_0603",32.385000,17.272000,90.000000,top
"D4","SK34A","SMADIODE",13.843000,20.574000,90.000000,top
"FID1","FIDUCIAL_1MM","FIDUCIAL_1MM",13.335000,25.781000,0.000000,top
"FID2","FIDUCIAL_1MM","FIDUCIAL_1MM",32.766000,31.877000,0.000000,top
"FID3","FIDUCIAL_1MM","FIDUCIAL_1MM",4.318000,16.129000,0.000000,top
"JP1","","1X02_ROUND",10.160000,9.398000,0.000000,top
"JP2","","1X01_OVAL",22.733000,24.384000,0.000000,top
"JP3","","1X11_ROUND_76",19.050000,2.540000,180.000000,top
"JP4","","1X01_OVAL",17.653000,24.384000,0.000000,top
"R1","1K","0603-NO",17.526000,18.161000,180.000000,top
"R2","10K","0603-NO",17.780000,15.113000,180.000000,top
"R3","590","0603-NO",17.907000,12.319000,-90.000000,top
"R4","5.1K","0603-NO",9.906000,7.620000,180.000000,top
"R5","2K","0603-NO",17.907000,6.223000,-90.000000,top
"R6","5.1K","0603-NO",10.160000,11.430000,180.000000,top
"R7","10K","0603-NO",26.289000,18.542000,0.000000,top
"R8","10K","0603-NO",26.416000,13.589000,0.000000,top
"R9","1K","0603-NO",17.907000,9.271000,90.000000,top
"R10","10K","0603-NO",16.256000,8.890000,90.000000,top
"R11","10K","0603-NO",26.289000,16.891000,0.000000,top
"SYSOUT0","JST 2PH","JST-PH-2-SMT-RA",34.544000,22.225000,-90.000000,top
"THERM0","","SOLDERJUMPER_CLOSEDWIRE",15.367000,6.350000,180.000000,top
"U$3","MOUNTINGHOLE2.5","MOUNTINGHOLE_2.5_PLATED",2.540000,2.540000,0.000000,top
"U$4","MOUNTINGHOLE2.5","MOUNTINGHOLE_2.5_PLATED",2.540000,30.480000,0.000000,top
"U$11","MOUNTINGHOLE2.5","MOUNTINGHOLE_2.5_PLATED",35.560000,30.480000,0.000000,top
"U$12","MOUNTINGHOLE2.5","MOUNTINGHOLE_2.5_PLATED",35.560000,2.540000,0.000000,top
"U$14","","ADAFRUIT_5MM",25.146000,24.003000,0.000000,top
"UNK0.5A0","","SOLDERJUMPER_ARROW_NOPASTE",20.574000,6.350000,180.000000,top
"UNK1.5A0","","SOLDERJUMPER_ARROW_NOPASTE",20.574000,10.795000,180.000000,top
"UNK1A0","","SOLDERJUMPER_CLOSEDWIRE",20.574000,8.636000,180.000000,top
"X2","USB Type C","USB_C_CUSB31-CFM2AX-01-X",2.794000,10.160000,-90.000000,top
"X3","2.1mm DC","DCJACK_2MM_SMT",1.778000,21.717000,0.000000,top
"X4","BQ24074","QFN16_3MM",21.590000,15.875000,90.000000,top
