Designator,Mid X,Mid Y,Rotation,Layer
JP2,8.8900,5.7150,-90.00,Top
JP3,1.2700,5.7150,-90.00,Top
U1,5.0800,6.0960,180.00,Top
U$4,6.2230,8.8900,180.00,Bottom
