Designator,Mid X,Mid Y,Rotation,Layer
B1,10.6680,19.3040,0.00,Top
C1,19.5580,16.5100,180.00,Top
C2,28.4480,17.1450,-90.00,Top
C4,19.0500,4.4450,0.00,Top
C6,26.1620,5.0800,-90.00,Top
C7,14.2240,13.8430,0.00,Top
C8,7.1120,12.9540,90.00,Top
CHRG/LBO0,9.7790,1.1430,-90.00,Top
CN1,37.7190,11.7475,90.00,Top
CN4,4.3180,11.4300,-90.00,Top
DONE0,6.2230,1.1430,90.00,Top
JP2,21.7170,1.2700,0.00,Top
L1,24.4020,15.9040,0.00,Top
LED1,5.4290,20.8610,0.00,Top
LED2,33.7230,1.5560,-90.00,Top
R1,19.5580,14.6050,180.00,Top
R2,19.5580,12.7000,0.00,Top
R3,23.4950,5.5880,-90.00,Top
R4,21.7170,6.0960,90.00,Top
R5,28.7020,6.0960,-90.00,Top
R6,15.3670,9.6520,-90.00,Top
R7,17.2720,9.6520,-90.00,Top
R8,7.4930,5.0800,-90.00,Top
R9,28.4980,9.9070,-90.00,Top
R10,28.4800,13.5230,90.00,Top
R11,29.9720,20.5740,180.00,Top
R12,33.4010,21.2090,0.00,Top
R13,19.1440,8.8890,90.00,Top
R14,5.5880,4.3180,-90.00,Top
R16,12.5730,5.0800,90.00,Top
R17,10.6680,5.0800,90.00,Top
R20,15.8430,16.6230,-90.00,Top
T1,15.6972,5.3340,0.00,Top
THERM0,6.9850,9.3980,90.00,Top
U1,24.2710,10.2060,180.00,Top
U2,11.8110,9.3980,-90.00,Top
U$12,11.3030,19.5580,180.00,Bottom
U$25,31.1150,6.2230,0.00,Top
U$26,31.1150,17.3990,90.00,Top
U$28,6.7520,0.5760,90.00,Bottom
U$45,16.5100,17.6530,0.00,Top
X1,33.9090,11.7475,90.00,Top
