Comment,Designator,Footprint,LCSC Part #
,JP2,Adafruit PowerBoost 1000C Rev B-import-fps:1X08_ROUND,C492421
,U$45,Adafruit PowerBoost 1000C Rev B-import-fps:ADAFRUIT_3.5MM,
,U$28,Adafruit PowerBoost 1000C Rev B-import-fps:ADAFRUIT_5MM,
,U$12,Adafruit PowerBoost 1000C Rev B-import-fps:PCBFEAT-REV-040,
,U$26,Adafruit PowerBoost 1000C Rev B-import-fps:SYMBOL_MINUS,
,U$25,Adafruit PowerBoost 1000C Rev B-import-fps:SYMBOL_PLUS,
,X1,Adafruit PowerBoost 1000C Rev B-import-fps:TERMBLOCK_1X2-3.5MM,
0.1uF,C4,Adafruit PowerBoost 1000C Rev B-import-fps:0805_10MGAP,
1.0K,R16,Adafruit PowerBoost 1000C Rev B-import-fps:0805-NO,C17513
1.87M,R3,Adafruit PowerBoost 1000C Rev B-import-fps:0805-NO,
1.87M,R1,Adafruit PowerBoost 1000C Rev B-import-fps:_0805MP,
100K,"R7,R17",Adafruit PowerBoost 1000C Rev B-import-fps:0805-NO,C149504
100uF,C6,Adafruit PowerBoost 1000C Rev B-import-fps:C1210,
10uF,"C1,C7,C8",Adafruit PowerBoost 1000C Rev B-import-fps:0805-NO,
15K,THERM0,Adafruit PowerBoost 1000C Rev B-import-fps:0805-NO,
1K,"R5,R8,R14,R20",Adafruit PowerBoost 1000C Rev B-import-fps:0805-NO,C17513
2.2uF,C2,Adafruit PowerBoost 1000C Rev B-import-fps:0805-NO,
200K,"R4,R13",Adafruit PowerBoost 1000C Rev B-import-fps:0805-NO,
270K,R6,Adafruit PowerBoost 1000C Rev B-import-fps:0805-NO,C2930189
340K,R2,Adafruit PowerBoost 1000C Rev B-import-fps:_0805MP,
43K,R9,Adafruit PowerBoost 1000C Rev B-import-fps:0805-NO,
49.9K,R10,Adafruit PowerBoost 1000C Rev B-import-fps:0805-NO,
49.9K 1%,R12,Adafruit PowerBoost 1000C Rev B-import-fps:0805-NO,
6.8uH,L1,Adafruit PowerBoost 1000C Rev B-import-fps:INDUCTOR_5X5MM_TDK_VLC5045,
75K 1%,R11,Adafruit PowerBoost 1000C Rev B-import-fps:0805-NO,C17819
BLUE,LED2,Adafruit PowerBoost 1000C Rev B-import-fps:CHIPLED_0805_NOOUTLINE,
GREEN,DONE0,Adafruit PowerBoost 1000C Rev B-import-fps:CHIPLED_0805_NOOUTLINE,
JST 2-PH,B1,Adafruit PowerBoost 1000C Rev B-import-fps:JSTPH2,
MCP73871,U2,Adafruit PowerBoost 1000C Rev B-import-fps:QFN20_4MM,
MicroUSB,CN4,Adafruit PowerBoost 1000C Rev B-import-fps:4UCONN_20329,
MMUN2133LT1G,T1,Adafruit PowerBoost 1000C Rev B-import-fps:SC59-BEC,
ORANGE,CHRG/LBO0,Adafruit PowerBoost 1000C Rev B-import-fps:CHIPLED_0805_NOOUTLINE,
RED,LED1,Adafruit PowerBoost 1000C Rev B-import-fps:CHIPLED_0805_NOOUTLINE,
TPS61090RSAR,U1,Adafruit PowerBoost 1000C Rev B-import-fps:PVQFN-16,
USBA_FEMALE,CN1,Adafruit PowerBoost 1000C Rev B-import-fps:USB_HOST-PTH,
