Designator,Mid X,Mid Y,Rotation,Layer
C6,8.6614,13.8049,0.00,Top
C7,14.2875,12.7635,-90.00,Top
C8,11.2395,9.8425,90.00,Top
C9,25.5270,10.2870,0.00,Top
C10,12.1793,13.7033,180.00,Top
C11,25.2349,11.1760,180.00,Top
C12,12.1793,12.1666,180.00,Top
C13,15.4432,3.5560,-90.00,Top
C14,19.4437,13.7160,180.00,Top
C15,9.5885,6.0325,-90.00,Top
C16,21.0820,3.6703,0.00,Top
C17,16.0528,14.1351,180.00,Top
C19,24.5110,5.9690,180.00,Top
C20,26.6065,5.9690,0.00,Top
CONN1,30.4800,8.8900,90.00,Top
D1,8.7630,8.3185,0.00,Top
D2,1.4605,14.3510,-90.00,Top
D3,25.9334,3.8481,0.00,Top
IC2,19.3675,9.1821,90.00,Top
JP1,16.5100,16.5100,180.00,Top
JP2,16.5100,1.2700,0.00,Top
LED1,23.9776,13.3477,0.00,Top
R1,4.6990,3.4925,0.00,Top
R2,2.6035,3.4925,180.00,Top
R3,13.9700,10.1854,180.00,Top
R4,13.9700,11.1379,180.00,Top
R5,15.5448,5.0292,0.00,Top
R6,25.5905,9.3980,180.00,Top
R7,3.6195,14.0970,0.00,Top
R8,8.0010,5.9690,90.00,Top
R9,25.7810,14.0970,0.00,Top
R10,25.7810,13.1445,0.00,Top
R11,9.1821,3.8354,180.00,Top
R12,26.3525,12.1285,0.00,Top
SW2,30.2260,13.8430,0.00,Top
SW3,30.2260,3.8735,180.00,Top
TP1,30.3022,3.4036,180.00,Bottom
U2,8.6995,10.9347,180.00,Top
U5,12.3190,5.6515,90.00,Top
U$17,0.0000,17.7800,0.00,Bottom
U$19,0.0000,0.0000,0.00,Top
U$20,25.2730,8.6995,0.00,Bottom
U$34,30.7975,13.6398,-90.00,Top
U$35,0.9870,11.0306,-90.00,Top
X6,2.6035,8.8900,-90.00,Top
Y1,25.1460,7.6835,180.00,Top
