Designator,Comment,Footprint,OOMP ID,Reason
C1,10uF,Adafruit BrainCraft HAT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C2,10uF,Adafruit BrainCraft HAT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C4,100uF,Adafruit BrainCraft HAT-import-fps:PANASONIC_C,,No verified LCSC part number
C5,10uF,Adafruit BrainCraft HAT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C6,100uF,Adafruit BrainCraft HAT-import-fps:PANASONIC_C,,No verified LCSC part number
C9,10uF,Adafruit BrainCraft HAT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C10,10uF,Adafruit BrainCraft HAT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C11,10uF,Adafruit BrainCraft HAT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C13,10uF,Adafruit BrainCraft HAT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C15,10uF,Adafruit BrainCraft HAT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C17,10uF,Adafruit BrainCraft HAT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C23,10uF,Adafruit BrainCraft HAT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C24,10uF,Adafruit BrainCraft HAT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C26,220pF,Adafruit BrainCraft HAT-import-fps:0603-NO,,No verified LCSC part number
C27,220pF,Adafruit BrainCraft HAT-import-fps:0603-NO,,No verified LCSC part number
C28,100pF,Adafruit BrainCraft HAT-import-fps:0603-NO,,No verified LCSC part number
C29,100pF,Adafruit BrainCraft HAT-import-fps:0603-NO,,No verified LCSC part number
C30,100pF,Adafruit BrainCraft HAT-import-fps:0603-NO,,No verified LCSC part number
C31,100pF,Adafruit BrainCraft HAT-import-fps:0603-NO,,No verified LCSC part number
C32,10uF,Adafruit BrainCraft HAT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C33,10uF,Adafruit BrainCraft HAT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C34,10uF,Adafruit BrainCraft HAT-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
D1,3.6V,Adafruit BrainCraft HAT-import-fps:SOD-323,,No verified LCSC part number
D2,3.6V,Adafruit BrainCraft HAT-import-fps:SOD-323,,No verified LCSC part number
D3,1N4148,Adafruit BrainCraft HAT-import-fps:SOD-323,electronic_diode_switching_sod_323_onsemi_1n4148ws,No verified LCSC part number
FB1,Ferrite,Adafruit BrainCraft HAT-import-fps:0805,,No verified LCSC part number
FB2,Ferrite,Adafruit BrainCraft HAT-import-fps:0805,,No verified LCSC part number
FB3,Ferrite,Adafruit BrainCraft HAT-import-fps:0805-NO,,No verified LCSC part number
FB4,FERRITE,Adafruit BrainCraft HAT-import-fps:0805-NO,,No verified LCSC part number
FB7,Ferrite,Adafruit BrainCraft HAT-import-fps:0805-NO,,No verified LCSC part number
FB8,Ferrite,Adafruit BrainCraft HAT-import-fps:0805-NO,,No verified LCSC part number
FB9,Ferrite,Adafruit BrainCraft HAT-import-fps:0805-NO,,No verified LCSC part number
FB10,Ferrite,Adafruit BrainCraft HAT-import-fps:0805-NO,,No verified LCSC part number
HEADPHONE0,,Adafruit BrainCraft HAT-import-fps:4UCONN_18510,,No verified LCSC part number
IC3,WM8960,Adafruit BrainCraft HAT-import-fps:QFN32_5MM,,No verified LCSC part number
IC4,APX803-SAG,Adafruit BrainCraft HAT-import-fps:SOT23,,No verified LCSC part number
LED1,SK6822,Adafruit BrainCraft HAT-import-fps:APA102,,No verified LCSC part number
LED2,SK6822,Adafruit BrainCraft HAT-import-fps:APA102,,No verified LCSC part number
LED3,SK6822,Adafruit BrainCraft HAT-import-fps:APA102,,No verified LCSC part number
LEFTMIC0,,Adafruit BrainCraft HAT-import-fps:SPW2430HR5H-B,,No verified LCSC part number
NEOPIX0,JST PH 3,Adafruit BrainCraft HAT-import-fps:JSTPH3,,No verified LCSC part number
OSC1,ECS-3225MV,Adafruit BrainCraft HAT-import-fps:OSC_3.2X2.5MM,,No verified LCSC part number
RIGHTMIC0,,Adafruit BrainCraft HAT-import-fps:SPW2430HR5H-B,,No verified LCSC part number
RPI1,RASPBERRYPI_BPLUS_HAT_SMTTHM_SLOTS,Adafruit BrainCraft HAT-import-fps:PI_HAT_SMTTHM_SLOTS,,No verified LCSC part number
SENSE0,JST PH 3,Adafruit BrainCraft HAT-import-fps:JSTPH3,,No verified LCSC part number
SW1,EVQQ,Adafruit BrainCraft HAT-import-fps:EVQ-Q2_SMALLER,,No verified LCSC part number
SW5,NAVSWITCHSKQUABAUE010,Adafruit BrainCraft HAT-import-fps:SKQUBAE010,,No verified LCSC part number
SW6,EG1390,Adafruit BrainCraft HAT-import-fps:EG1390,,No verified LCSC part number
TFT2,DISP_TFT_1.54IN_240X240_22P,Adafruit BrainCraft HAT-import-fps:TFT_1.54IN_240X240_22PIN,,No verified LCSC part number
TP6,,Adafruit BrainCraft HAT-import-fps:TESTPOINT_ROUND_2MM,,No verified LCSC part number
U3,AP2112-3.3K,Adafruit BrainCraft HAT-import-fps:SOT23-5,,No verified LCSC part number
U$11,,Adafruit BrainCraft HAT-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
