Comment,Designator,Footprint,LCSC Part #
,"JP4,JP5",Adafruit BrainCraft HAT-import-fps:1X03_ROUND_76,C49257
,HEADPHONE0,Adafruit BrainCraft HAT-import-fps:4UCONN_18510,
,U$75,Adafruit BrainCraft HAT-import-fps:ADAFRUIT_5MM,
,U$87,Adafruit BrainCraft HAT-import-fps:ADAFRUIT_9MM,
,U$79,Adafruit BrainCraft HAT-import-fps:BRAINPAD_1IN,
,U$82,Adafruit BrainCraft HAT-import-fps:FAN_30X30MM,
,U$11,Adafruit BrainCraft HAT-import-fps:PCBFEAT-REV-040,
,"LEFTMIC0,RIGHTMIC0",Adafruit BrainCraft HAT-import-fps:SPW2430HR5H-B,
,U$72,Adafruit BrainCraft HAT-import-fps:STEMMAQT,
,TP6,Adafruit BrainCraft HAT-import-fps:TESTPOINT_ROUND_2MM,
0.1uF,"C3,C7,C8,C12,C14,C16,C18,C25",Adafruit BrainCraft HAT-import-fps:0603-NO,C14663
10,R5,Adafruit BrainCraft HAT-import-fps:0603-NO,C22859
100pF,"C28,C29,C30,C31",Adafruit BrainCraft HAT-import-fps:0603-NO,
100uF,"C4,C6",Adafruit BrainCraft HAT-import-fps:PANASONIC_C,
10K,"R1,R2,R3,R4",Adafruit BrainCraft HAT-import-fps:0603-NO,C98220
10k,R6,Adafruit BrainCraft HAT-import-fps:0603-NO,C98220
10K,"R9,R10",Adafruit BrainCraft HAT-import-fps:RESPACK_4X0603,C98220
10uF,"C1,C2,C5,C9,C10,C11,C13,C15,C17,C23,C24,C32,C33,C34",Adafruit BrainCraft HAT-import-fps:0805-NO,
1K,"R7,R8",Adafruit BrainCraft HAT-import-fps:0603-NO,C2907002
1N4148,D3,Adafruit BrainCraft HAT-import-fps:SOD-323,
220pF,"C26,C27",Adafruit BrainCraft HAT-import-fps:0603-NO,
3.6V,"D1,D2",Adafruit BrainCraft HAT-import-fps:SOD-323,
33pF,"C19,C20,C21,C22",Adafruit BrainCraft HAT-import-fps:0603-NO,C107047
AP2112-3.3K,U3,Adafruit BrainCraft HAT-import-fps:SOT23-5,
APX803-SAG,IC4,Adafruit BrainCraft HAT-import-fps:SOT23,
BSS138,"Q1,Q3",Adafruit BrainCraft HAT-import-fps:SOT23-WIDE,C52895
CON_MOLEX_2P,U$84,Adafruit BrainCraft HAT-import-fps:53398-0271,
DISP_TFT_1.54IN_240X240_22P,TFT2,Adafruit BrainCraft HAT-import-fps:TFT_1.54IN_240X240_22PIN,
ECS-3225MV,OSC1,Adafruit BrainCraft HAT-import-fps:OSC_3.2X2.5MM,
EG1390,SW6,Adafruit BrainCraft HAT-import-fps:EG1390,
EVQQ,SW1,Adafruit BrainCraft HAT-import-fps:EVQ-Q2_SMALLER,
Ferrite,"FB1,FB2",Adafruit BrainCraft HAT-import-fps:0805,
Ferrite,"FB3,FB7,FB8,FB9,FB10",Adafruit BrainCraft HAT-import-fps:0805-NO,
FERRITE,FB4,Adafruit BrainCraft HAT-import-fps:0805-NO,
HEADER-1X25,CONN1,Adafruit BrainCraft HAT-import-fps:1X25_ROUND_70MIL,C2883713
JST PH 3,"NEOPIX0,SENSE0",Adafruit BrainCraft HAT-import-fps:JSTPH3,
JSTPH 2P,"X1,X5",Adafruit BrainCraft HAT-import-fps:JSTPH2,
NAVSWITCHSKQUABAUE010,SW5,Adafruit BrainCraft HAT-import-fps:SKQUBAE010,
RASPBERRYPI_BPLUS_HAT_SMTTHM_SLOTS,RPI1,Adafruit BrainCraft HAT-import-fps:PI_HAT_SMTTHM_SLOTS,
SK6822,"LED1,LED2,LED3",Adafruit BrainCraft HAT-import-fps:APA102,
STEMMA_I2C_QT,CONN3,Adafruit BrainCraft HAT-import-fps:JST_SH4,C160404
WM8960,IC3,Adafruit BrainCraft HAT-import-fps:QFN32_5MM,
