Designator,Comment,Footprint,OOMP ID,Reason
C1,10uF,Adafruit ESP32 Huzzah Breakout-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C2,10uF,Adafruit ESP32 Huzzah Breakout-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C3,10uF,Adafruit ESP32 Huzzah Breakout-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C4,10uF,Adafruit ESP32 Huzzah Breakout-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C5,1uF,Adafruit ESP32 Huzzah Breakout-import-fps:0805-NO,,No verified LCSC part number
D1,1n4148,Adafruit ESP32 Huzzah Breakout-import-fps:SOD-323,electronic_diode_switching_sod_323_onsemi_1n4148ws,No verified LCSC part number
D2,1n4148,Adafruit ESP32 Huzzah Breakout-import-fps:SOD-323,electronic_diode_switching_sod_323_onsemi_1n4148ws,No verified LCSC part number
D3,RED,Adafruit ESP32 Huzzah Breakout-import-fps:CHIPLED_0805_NOOUTLINE,electronic_led_0805_red,No verified LCSC part number
D5,MBR120,Adafruit ESP32 Huzzah Breakout-import-fps:SOD-123,,No verified LCSC part number
D6,MBR120,Adafruit ESP32 Huzzah Breakout-import-fps:SOD-123,,No verified LCSC part number
SW1,KMR2,Adafruit ESP32 Huzzah Breakout-import-fps:BTN_KMR2_4.6X2.8,,No verified LCSC part number
SW2,KMR2,Adafruit ESP32 Huzzah Breakout-import-fps:BTN_KMR2_4.6X2.8,,No verified LCSC part number
U1,AP2112-3.3,Adafruit ESP32 Huzzah Breakout-import-fps:SOT23-5,,No verified LCSC part number
U$2,,Adafruit ESP32 Huzzah Breakout-import-fps:HUZZAHLOGO,,No verified LCSC part number
U$3,,Adafruit ESP32 Huzzah Breakout-import-fps:ADAFRUIT_2.5MM,,No verified LCSC part number
U$12,,Adafruit ESP32 Huzzah Breakout-import-fps:ADAFRUIT_TEXT_20MM,,No verified LCSC part number
U$13,,Adafruit ESP32 Huzzah Breakout-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
X1,ESP32_WROOM32,Adafruit ESP32 Huzzah Breakout-import-fps:WROOM32,,No verified LCSC part number
X2,JSTPH,Adafruit ESP32 Huzzah Breakout-import-fps:JSTPH2,,No verified LCSC part number
