Comment,Designator,Footprint,LCSC Part #
,U$17,Adafruit 2.9in eInk FeatherWing-import-fps:ADAFRUIT_TEXT_20MM,
,U$9,Adafruit 2.9in eInk FeatherWing-import-fps:PCBFEAT-REV-040,
,"SW1,SW2,SW3,SW4",Adafruit 2.9in eInk FeatherWing-import-fps:SPST_TACTILE_RA,
,U$8,Adafruit 2.9in eInk FeatherWing-import-fps:THINKINK_1.25IN,
.47ohm,R4,Adafruit 2.9in eInk FeatherWing-import-fps:0805_10MGAP,
100K,"R1,R6,R7,R8",Adafruit 2.9in eInk FeatherWing-import-fps:0603-NO,C25803
10uF/10V+,C15,Adafruit 2.9in eInk FeatherWing-import-fps:0805-NO,
10uF/25V,C5,Adafruit 2.9in eInk FeatherWing-import-fps:0805-NO,
10uH,L1,Adafruit 2.9in eInk FeatherWing-import-fps:INDUCTOR_4X4MM_NR401,
10µF,C21,Adafruit 2.9in eInk FeatherWing-import-fps:0805-NO,
1N4148,D4,Adafruit 2.9in eInk FeatherWing-import-fps:SOD-323F,
1uF,"C16,C24",Adafruit 2.9in eInk FeatherWing-import-fps:0805-NO,
1uF,C1,Adafruit 2.9in eInk FeatherWing-import-fps:0805_10MGAP,
1uF/10V,"C2,C6",Adafruit 2.9in eInk FeatherWing-import-fps:0805-NO,
1uF/25V,"C3,C4,C22,C23",Adafruit 2.9in eInk FeatherWing-import-fps:0805-NO,
23K256-I/SN,U4,Adafruit 2.9in eInk FeatherWing-import-fps:SOIC8_150MIL,
AXP803,IC5,Adafruit 2.9in eInk FeatherWing-import-fps:SOT23,
EINK_24PIN_290IN,EINK1,Adafruit 2.9in eInk FeatherWing-import-fps:EINK_290IN,
FEATHERWING_SMTDUALNOHOLES,MS1,Adafruit 2.9in eInk FeatherWing-import-fps:FEATHERWING_SMT_NOHOLES,
IRLML0100,Q5,Adafruit 2.9in eInk FeatherWing-import-fps:SOT23-3,
MBR0530,"D1,D2,D3",Adafruit 2.9in eInk FeatherWing-import-fps:SOD-123,
MICROSD,X1,Adafruit 2.9in eInk FeatherWing-import-fps:MICROSD,
TPTP15SQ,"BUSY0,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP11,TP12,TP13",Adafruit 2.9in eInk FeatherWing-import-fps:TP15SQ,
