Comment,Designator,Footprint,LCSC Part #
,U$20,Adafruit tfttouchshield v2.2-import-fps:ADAFRUIT_TEXT_30MM,
,"ICSP_CLK0,ICSP_SI0,ICSP_SI1,ICSP_SO0,PIN3",Adafruit tfttouchshield v2.2-import-fps:SOLDERJUMPER_REFLOW_NOPASTE,
0.1uF,"C2,C3",Adafruit tfttouchshield v2.2-import-fps:C0805K,
10K,"R6,R7,R8",Adafruit tfttouchshield v2.2-import-fps:R0805,C17414
10uF,"C1,C4,C5",Adafruit tfttouchshield v2.2-import-fps:C0805K,
1K,"R5,R9",Adafruit tfttouchshield v2.2-import-fps:R0805,C17513
1N4148,D1,Adafruit tfttouchshield v2.2-import-fps:SOD-323F,
68,R1,Adafruit tfttouchshield v2.2-import-fps:R0805,C2933487
68 ohm,"R2,R3,R4",Adafruit tfttouchshield v2.2-import-fps:R0805,C2933487
74HC4050,U3,Adafruit tfttouchshield v2.2-import-fps:SOIC16,
ARDUINO_R3_ICSPSMT,U$17,Adafruit tfttouchshield v2.2-import-fps:ARDUINOR3_ICSP_SMT,
AXP803,IC5,Adafruit tfttouchshield v2.2-import-fps:SOT23,
DISP_LCD_1.28IN_240X320_50PIN,U$2,Adafruit tfttouchshield v2.2-import-fps:TFT_2.83IN_240X320_50PIN,
FIDUCIAL,"U$10,U$11,U$19",Adafruit tfttouchshield v2.2-import-fps:FIDUCIAL_1MM,
MIC5225-3.3,IC4,Adafruit tfttouchshield v2.2-import-fps:SOT23-5L,
MICROSD,U$3,Adafruit tfttouchshield v2.2-import-fps:MICROSD,
MMBT2222,Q1,Adafruit tfttouchshield v2.2-import-fps:SOT23-BEC,
SPST_TACT-EVQQ2,SW1,Adafruit tfttouchshield v2.2-import-fps:EVQ-Q2,
STMPE610,U2,Adafruit tfttouchshield v2.2-import-fps:QFN16_3MM,
