Designator,Mid X,Mid Y,Rotation,Layer
C1,-3.9708,20.1444,101.30,Top
C2,20.0660,3.8100,11.30,Top
C3,-20.1422,-3.9116,-168.70,Top
C4,3.9116,-20.1168,-78.70,Top
C5,-11.4236,-17.0026,-124.70,Top
C6,11.4300,16.9436,56.30,Top
C7,17.0334,-11.3184,-33.70,Top
C8,-17.0334,11.4236,146.30,Top
JP1,-11.6332,17.5514,0.00,Top
JP2,4.1148,20.6502,0.00,Top
JP3,-17.5514,-11.6332,0.00,Top
JP4,11.6840,-17.5260,0.00,Top
LED1,0.0000,18.7960,180.00,Top
LED2,-7.1374,17.4244,-157.50,Top
LED3,-13.3350,13.4620,-135.00,Top
LED4,-17.5260,7.1120,-112.50,Top
LED5,-18.9230,0.1270,-90.00,Top
LED6,-17.3990,-7.1120,-67.50,Top
LED7,-13.3604,-13.2588,-45.00,Top
LED8,-7.1374,-17.5514,-22.50,Top
LED9,-0.1270,-19.0500,0.00,Top
LED10,7.2390,-17.6530,22.50,Top
LED11,13.4620,-13.4620,45.00,Top
LED12,17.6530,-7.2390,67.50,Top
LED13,19.0500,-0.2540,90.00,Top
LED14,17.6530,7.2390,112.50,Top
LED15,13.5890,13.3350,135.00,Top
LED16,7.2390,17.5006,157.50,Top
U$2,-1.4478,16.1798,180.00,Bottom
