Designator,Comment,Footprint,OOMP ID,Reason
C3,10µF,Adafruit Feather M4 Express CAN-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C5,10uF,Adafruit Feather M4 Express CAN-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C6,10µF,Adafruit Feather M4 Express CAN-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C8,10µF,Adafruit Feather M4 Express CAN-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C13,10uF,Adafruit Feather M4 Express CAN-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C16,10uF,Adafruit Feather M4 Express CAN-import-fps:_0805MP,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C17,10uF,Adafruit Feather M4 Express CAN-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C18,1uF,Adafruit Feather M4 Express CAN-import-fps:0805_10MGAP,,No verified LCSC part number
CHG0,ORANGE,Adafruit Feather M4 Express CAN-import-fps:CHIPLED_0603_NOOUTLINE,electronic_led_0603,No verified LCSC part number
D4,MBR540,Adafruit Feather M4 Express CAN-import-fps:SOD-123,,No verified LCSC part number
D+1,"TPB1,27","Adafruit Feather M4 Express CAN-import-fps:B1,27",,No verified LCSC part number
D-1,"TPB1,27","Adafruit Feather M4 Express CAN-import-fps:B1,27",,No verified LCSC part number
IC1,TCAN1051HGV,Adafruit Feather M4 Express CAN-import-fps:SOIC8_150MIL,,No verified LCSC part number
IC3,AP3602,Adafruit Feather M4 Express CAN-import-fps:SOT23-6,,No verified LCSC part number
L0,RED,Adafruit Feather M4 Express CAN-import-fps:CHIPLED_0603_NOOUTLINE,electronic_led_0603_red,No verified LCSC part number
L2,10uH,Adafruit Feather M4 Express CAN-import-fps:INDUCTOR_1007,,No verified LCSC part number
LED1,WS2812B3535,Adafruit Feather M4 Express CAN-import-fps:LED3535,,No verified LCSC part number
Q3,DMG341,Adafruit Feather M4 Express CAN-import-fps:SOT23-R,,No verified LCSC part number
R10,60 ohm,Adafruit Feather M4 Express CAN-import-fps:0805-NO,,No verified LCSC part number
R11,60 ohm,Adafruit Feather M4 Express CAN-import-fps:0805-NO,,No verified LCSC part number
SW1,KMR2,Adafruit Feather M4 Express CAN-import-fps:BTN_KMR2_4.6X2.8,,No verified LCSC part number
TP1,,Adafruit Feather M4 Express CAN-import-fps:TESTPOINT_ROUND_1.5MM,,No verified LCSC part number
TP2,,Adafruit Feather M4 Express CAN-import-fps:TESTPOINT_ROUND_1.5MM,,No verified LCSC part number
U1,2MB Flash,Adafruit Feather M4 Express CAN-import-fps:USON8,,No verified LCSC part number
U2,AP2112-3.3,Adafruit Feather M4 Express CAN-import-fps:SOT23-5@1,,No verified LCSC part number
U3,MCP73831T-2ACI/OT,Adafruit Feather M4 Express CAN-import-fps:SOT23-5,,No verified LCSC part number
U$1,,Adafruit Feather M4 Express CAN-import-fps:ADAFRUIT_2.5MM,,No verified LCSC part number
U$9,,Adafruit Feather M4 Express CAN-import-fps:FEATHERLOGO,,No verified LCSC part number
U$12,,Adafruit Feather M4 Express CAN-import-fps:ADAFRUIT_3.5MM,,No verified LCSC part number
U$13,,Adafruit Feather M4 Express CAN-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
U$14,ATSAMD51J,Adafruit Feather M4 Express CAN-import-fps:PQFN64-1,,No verified LCSC part number
U$34,FIDUCIAL_1MM,Adafruit Feather M4 Express CAN-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$35,FIDUCIAL_1MM,Adafruit Feather M4 Express CAN-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
X1,JSTPH,Adafruit Feather M4 Express CAN-import-fps:JSTPH2_BATT,,No verified LCSC part number
X2,32.768,Adafruit Feather M4 Express CAN-import-fps:XTAL3215,,No verified LCSC part number
X4,3.5mm,Adafruit Feather M4 Express CAN-import-fps:TERMBLOCK_1X3-3.5MM,,No verified LCSC part number
X6,USB Type C,Adafruit Feather M4 Express CAN-import-fps:USB_C_CUSB31-CFM2AX-01-X,,No verified LCSC part number
