Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit TPL5110-import-fps:1X05_ROUND_70,C42431835
,U$5,Adafruit TPL5110-import-fps:ADAFRUIT_3.5MM,
,U$11,Adafruit TPL5110-import-fps:PCBFEAT-REV-040,
1K,R1,Adafruit TPL5110-import-fps:0805-NO,C17513
1M,R2,Adafruit TPL5110-import-fps:0805-NO,C2933280
1uF,C1,Adafruit TPL5110-import-fps:0805-NO,
200k,VR1,Adafruit TPL5110-import-fps:TRIMPOT_BOURNS_TC33X-2,
DMG3415,Q1,Adafruit TPL5110-import-fps:SOT23-WIDE,
EVQQ,SW1,Adafruit TPL5110-import-fps:EVQ-Q2_SMALLER,
GREEN,D1,Adafruit TPL5110-import-fps:CHIPLED_0805_NOOUTLINE,
TPL5110,U2,Adafruit TPL5110-import-fps:SOT23-6,
