Designator,Mid X,Mid Y,Rotation,Layer
C1,5.3340,4.9530,90.00,Top
D1,12.7000,10.7950,90.00,Top
JP1,9.5250,19.6850,180.00,Bottom
JP2,17.7800,9.5250,90.00,Bottom
JP3,9.5250,-0.6350,180.00,Bottom
JP4,1.2700,9.5250,90.00,Bottom
LED1,9.5250,4.8260,180.00,Bottom
PLABEL0,14.6050,1.8050,90.00,Top
PLABEL1,2.6670,10.0330,0.00,Top
PLABEL2,16.2830,10.7950,0.00,Top
PLABEL3,3.8100,7.7470,0.00,Top
PLABEL4,16.0020,8.0010,0.00,Top
PLABEL5,10.4140,7.3660,0.00,Top
PLABEL6,12.0650,0.8890,90.00,Top
PLABEL7,9.5250,1.0430,90.00,Top
PLABEL8,6.9850,1.2970,90.00,Top
PLABEL9,4.3180,1.1970,90.00,Top
PLABEL10,4.4450,-1.9415,90.00,Bottom
PLABEL11,4.4450,21.0455,90.00,Bottom
PLABEL12,6.9850,21.0455,90.00,Bottom
PLABEL13,6.7850,-1.9050,90.00,Bottom
PLABEL14,9.5250,-2.0050,90.00,Bottom
PLABEL15,9.5250,21.0455,90.00,Bottom
PLABEL16,11.8650,21.0455,90.00,Bottom
PLABEL17,11.8650,-2.0050,90.00,Bottom
PLABEL18,14.5050,21.0455,90.00,Bottom
PLABEL19,14.6050,-2.0050,90.00,Bottom
PLABEL20,14.8590,17.0450,90.00,Top
PLABEL21,12.0650,18.1610,90.00,Top
PLABEL22,6.8850,18.1610,0.00,Top
PLABEL23,4.4990,18.0340,0.00,Top
PLABEL200,13.7160,5.3340,0.00,Top
SW1,9.5250,9.5250,180.00,Bottom
U$1,16.2560,14.0970,0.00,Top
U$2,0.5080,2.7940,0.00,Top
