Comment,Designator,Footprint,LCSC Part #
,"JP2,JP4",Adafruit NeoKey CHOC Socket Breakout-import-fps:1X02_ROUND,C492401
,"JP1,JP3",Adafruit NeoKey CHOC Socket Breakout-import-fps:1X05_ROUND_70,C42431835
,U$2,Adafruit NeoKey CHOC Socket Breakout-import-fps:ADAFRUIT_3.5MM,
,U$1,Adafruit NeoKey CHOC Socket Breakout-import-fps:PCBFEAT-REV-040,
,"PLABEL0,PLABEL20",Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL0,
,PLABEL1,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL1,
,PLABEL10,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL10,
,PLABEL11,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL11,
,PLABEL12,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL12,
,PLABEL13,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL13,
,PLABEL14,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL14,
,PLABEL15,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL15,
,PLABEL16,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL16,
,PLABEL17,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL17,
,PLABEL18,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL18,
,PLABEL19,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL19,
,PLABEL2,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL2,
,PLABEL200,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL200,
,PLABEL3,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL3,
,PLABEL4,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL4,
,PLABEL5,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL5,
,"PLABEL6,PLABEL21",Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL6,
,PLABEL7,Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL7,
,"PLABEL8,PLABEL22",Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL8,
,"PLABEL9,PLABEL23",Adafruit NeoKey CHOC Socket Breakout-import-fps:PLABEL9,
1N4148,D1,Adafruit NeoKey CHOC Socket Breakout-import-fps:SOD-323,
1uF,C1,Adafruit NeoKey CHOC Socket Breakout-import-fps:0603-NO,C5673
MX SOCKET,SW1,Adafruit NeoKey CHOC Socket Breakout-import-fps:KAILH_CHOC_SOCKET,
WS2812B_SK6812E,LED1,Adafruit NeoKey CHOC Socket Breakout-import-fps:NEO3535_REVERSE,
