Comment,Designator,Footprint,LCSC Part #
,U$79,Adafruit MacroPad 2040-import-fps:MACROPAD_BOTTOM,
,U$78,Adafruit MacroPad 2040-import-fps:MACROPAD_TOP,
,U$81,Adafruit MacroPad 2040-import-fps:PCBFEAT-REV-040,
,"TP5,TP6",Adafruit MacroPad 2040-import-fps:TESTPOINT_ROUND_1.5MM_NO,
0.1uF,"C3,C4,C5,C10,C12,C13,C16,C18,C21,C26,C27,C28,C29,C31",Adafruit MacroPad 2040-import-fps:0603-NO,C14663
10k,R2,Adafruit MacroPad 2040-import-fps:0603-NO,C98220
10K,"R7,R10",Adafruit MacroPad 2040-import-fps:0603-NO,C98220
10nF,C30,Adafruit MacroPad 2040-import-fps:0603-NO,C5137477
10uF,"C7,C9,C14,C22,C23,C24,C25",Adafruit MacroPad 2040-import-fps:0805-NO,
10µF,"C6,C8",Adafruit MacroPad 2040-import-fps:0805-NO,
12MHZ,Y1,Adafruit MacroPad 2040-import-fps:CRYSTAL_2.5X2,
12pF,"C19,C20",Adafruit MacroPad 2040-import-fps:0603-NO,
1K,"R6,R8,R11",Adafruit MacroPad 2040-import-fps:0603-NO,C2907002
1N4148,D3,Adafruit MacroPad 2040-import-fps:SOD-323,
1uF,"C1,C2,C11,C15,C17",Adafruit MacroPad 2040-import-fps:0603-NO,C5673
22,"R3,R4",Adafruit MacroPad 2040-import-fps:0603-NO,C23345
47K,R5,Adafruit MacroPad 2040-import-fps:0603-NO,C2907042
5.1K,"R1,R14",Adafruit MacroPad 2040-import-fps:RESPACK_4X0603,C23186
680K,R12,Adafruit MacroPad 2040-import-fps:0603-NO,C25822
7.5mm SPK,SP2,Adafruit MacroPad 2040-import-fps:BUZZER_SMT_7.5MM,
74HCT1G125DBV,IC1,Adafruit MacroPad 2040-import-fps:SOT23-5,
AP2112K-3.3,U2,Adafruit MacroPad 2040-import-fps:SOT23-5,
DNP,R9,Adafruit MacroPad 2040-import-fps:0603-NO,
FIDUCIAL_1MM,"U$34,U$35,U$80",Adafruit MacroPad 2040-import-fps:FIDUCIAL_1MM,
GD25x16,U1,Adafruit MacroPad 2040-import-fps:USON8_4X4,
PAM8301,IC2,Adafruit MacroPad 2040-import-fps:SOT23-6,
RA SW,SW2,Adafruit MacroPad 2040-import-fps:SPST_TACTILE_RA,
RED,L0,Adafruit MacroPad 2040-import-fps:CHIPLED_0603_NOOUTLINE,
RP2040_QFN56,IC3,Adafruit MacroPad 2040-import-fps:QFN56_7MM_REDUCEDEPAD,
SOCKET,"U$1,U$2,U$3,U$4,U$5,U$6,U$12,U$13,U$40,U$41,U$42,U$43",Adafruit MacroPad 2040-import-fps:KAILH_SOCKET,
STEMMA_I2C_QT,CONN1,Adafruit MacroPad 2040-import-fps:JST_SH4,C160404
TYPE C,X1,Adafruit MacroPad 2040-import-fps:USB_C_CUSB31-CFM2AX-01-X,
WS2812B_SK6812E,"LED1,LED2,LED3,LED4,LED5,LED6,LED7,LED8,LED9,LED10,LED11,LED12",Adafruit MacroPad 2040-import-fps:NEO3535_REVERSE,
ZJY130-2864KSWLG22,X2,Adafruit MacroPad 2040-import-fps:ZJY130-2864KSWLG22,
