Comment,Designator,Footprint,LCSC Part #
,JP1,Adafruit Motor HAT rev A-import-fps:1X04_ROUND_76,C42431795
,U$51,Adafruit Motor HAT rev A-import-fps:ADAFRUIT_5MM,
,U$6,Adafruit Motor HAT rev A-import-fps:PCBFEAT-REV-040,
,U$5,Adafruit Motor HAT rev A-import-fps:PIHATLOGO,
,"A0,A1,A2,A3,A4",Adafruit Motor HAT rev A-import-fps:SOLDERJUMPER_REFLOW_NOPASTE,
,"TP1,TP2,TP3,TP4,TP5",Adafruit Motor HAT rev A-import-fps:TESTPOINT_ROUND_2MM,
0.1uF,"C1,C3",Adafruit Motor HAT rev A-import-fps:0805-NO,
10k,"R4,R5,R6,R8,R9",Adafruit Motor HAT rev A-import-fps:0805-NO,C17414
10uF,"C6,C10",Adafruit Motor HAT rev A-import-fps:0805-NO,
1K,R7,Adafruit Motor HAT rev A-import-fps:0805-NO,C17513
1X2-3.5MM,MPOWER0,Adafruit Motor HAT rev A-import-fps:1X2-3.5MM,C492401
1X5,"J1,J3",Adafruit Motor HAT rev A-import-fps:1X05-3.5MM,C42431835
3.9K,"R1,R2,R3",Adafruit Motor HAT rev A-import-fps:0805-NO,C2907252
47uF+/16v,C5,Adafruit Motor HAT rev A-import-fps:PANASONIC_C,
47uF/16v,C4,Adafruit Motor HAT rev A-import-fps:PANASONIC_C,
AOD417,Q1,Adafruit Motor HAT rev A-import-fps:D-PAK_TO252AA,
CAT24C32,U1,Adafruit Motor HAT rev A-import-fps:SOIC8_150MIL,
Green,LED1,Adafruit Motor HAT rev A-import-fps:CHIPLED_0805_NOOUTLINE,
HEADER-1X25,CONN1,Adafruit Motor HAT rev A-import-fps:1X25_ROUND_70MIL,C2883713
PCA9685,U2,Adafruit Motor HAT rev A-import-fps:TSSOP28,
RASPBERRYPI_BPLUS_HATSLOTS,RPI1,Adafruit Motor HAT rev A-import-fps:PI_HAT_SLOTS,
TB6612FNG,"IC1,IC3",Adafruit Motor HAT rev A-import-fps:SSOP24,
