Designator,Comment,Footprint,OOMP ID,Reason
C1,10uF,Adafruit PCA9685-import-fps:0805,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C2,,"Adafruit PCA9685-import-fps:E3,5-8",,No verified LCSC part number
JP1,,Adafruit PCA9685-import-fps:3X04,,No verified LCSC part number
JP2,,Adafruit PCA9685-import-fps:3X04,,No verified LCSC part number
JP5,,Adafruit PCA9685-import-fps:3X04,,No verified LCSC part number
JP6,,Adafruit PCA9685-import-fps:3X04,,No verified LCSC part number
LED1,VCC,Adafruit PCA9685-import-fps:CHIPLED_0805,electronic_led_0805,No verified LCSC part number
Q1,IRLML6401,Adafruit PCA9685-import-fps:SOT23-WIDE,,No verified LCSC part number
U1,PCA9685,Adafruit PCA9685-import-fps:TSSOP28,,No verified LCSC part number
U$51,,Adafruit PCA9685-import-fps:ADAFRUIT_5MM,,No verified LCSC part number
