Designator,Mid X,Mid Y,Rotation,Layer
C1,17.5260,8.8900,-90.00,Top
C2,7.8740,8.8900,-90.00,Top
CONN3,2.5400,8.8900,-90.00,Top
CONN4,22.8600,8.8900,90.00,Top
D1,21.8440,5.3340,-90.00,Top
D2,3.5560,12.4460,90.00,Top
JP1,12.7000,2.5400,180.00,Top
JP2,12.7000,15.2400,0.00,Top
R1,6.8580,12.3190,0.00,Top
R2,18.5420,5.4610,180.00,Top
U$2,21.0820,12.0650,180.00,Bottom
U$22,16.3830,10.0330,0.00,Top
U$25,5.9690,13.4620,180.00,Bottom
U$30,22.4790,4.4450,90.00,Bottom
U$31,2.9210,13.3350,-90.00,Bottom
X1,12.7000,8.8900,-90.00,Top
