Designator,Mid X,Mid Y,Rotation,Layer
A1,134.1500,-111.2400,0.00,Bottom
C1,118.5500,-84.4000,180.00,Top
C2,128.1000,-84.6500,0.00,Top
C3,155.3000,-87.3000,90.00,Top
C4,155.3000,-90.4000,90.00,Top
C5,139.5650,-84.4300,180.00,Top
C6,126.4250,-74.9000,180.00,Top
C7,140.3000,-88.7000,-90.00,Top
C8,161.6000,-83.9000,90.00,Top
C9,155.3000,-83.9500,-90.00,Top
C10,125.2000,-100.8750,0.00,Top
C11,127.0750,-96.2750,90.00,Top
C12,138.5000,-100.5000,0.00,Top
D1,118.5500,-80.2500,-90.00,Top
D2,121.8500,-103.4000,180.00,Top
D3,119.1000,-89.5500,180.00,Top
D4,140.7125,-77.5000,180.00,Top
D5,129.9125,-89.9000,180.00,Top
F1,118.4250,-86.6500,0.00,Top
J1,109.7750,-80.7500,-90.00,Top
J2,116.5000,-103.7000,0.00,Top
J3,170.1000,-83.9600,0.00,Top
L1,139.5725,-86.2700,0.00,Top
R1,121.4750,-69.8000,180.00,Top
R2,118.4750,-77.7000,0.00,Top
R3,118.5750,-82.8000,0.00,Top
R4,121.4750,-72.1000,180.00,Top
R5,121.4250,-67.8000,0.00,Top
R6,137.2750,-77.5000,0.00,Top
R7,125.4750,-89.9000,0.00,Top
SW1,112.7500,-66.7500,0.00,Top
TP1,111.4500,-102.8100,0.00,Top
TP2,111.4500,-107.0000,0.00,Top
U1,127.9050,-79.8250,90.00,Top
U2,147.4500,-88.3000,180.00,Top
U3,117.7000,-95.4000,0.00,Top
U4,133.8500,-95.7000,0.00,Top
Y1,158.4500,-83.9250,180.00,Top
