Designator,Mid X,Mid Y,Rotation,Layer
A0,41.5290,14.9860,90.00,Bottom
A1,39.1160,14.9860,90.00,Bottom
A2,36.5760,14.9860,90.00,Bottom
A3,34.4170,14.9860,-90.00,Bottom
A4,31.3690,14.9860,-90.00,Bottom
C2,32.7660,8.5090,180.00,Top
C4,21.7170,7.8740,0.00,Top
C5,21.3360,14.6050,-90.00,Top
C6,17.2720,8.5090,-90.00,Top
C10,32.7660,6.6040,180.00,Top
IC1,11.5570,9.2710,-90.00,Top
IC3,39.1160,9.1440,90.00,Top
JP1,30.4800,19.3040,0.00,Top
JP2,25.4000,3.5560,180.00,Top
LED1,13.0810,14.7320,90.00,Top
MPOWER0,10.7950,19.1770,180.00,Top
MS1,0.0000,0.0000,0.00,Top
Q1,16.6370,16.1290,90.00,Top
R4,9.5250,14.7320,0.00,Top
R9,36.7030,15.4940,0.00,Top
R10,41.2750,15.4940,180.00,Top
SW1,28.1940,6.9850,0.00,Top
U2,29.5910,13.7160,180.00,Top
U$1,14.9860,20.3200,0.00,Top
U$2,6.0960,20.1930,0.00,Top
U$3,5.8420,17.1450,0.00,Top
U$4,45.9740,2.4130,0.00,Top
U$5,15.8750,9.9060,0.00,Top
U$6,42.7990,6.9850,180.00,Bottom
U$8,12.5730,5.5880,180.00,Bottom
X1,3.5560,14.9352,-90.00,Top
X2,3.5560,8.0010,-90.00,Top
X4,47.2440,7.8740,90.00,Top
X6,47.2440,14.8590,90.00,Top
