Designator,Mid X,Mid Y,Rotation,Layer
C1,29.4005,24.9555,-90.00,Top
C2,23.4315,24.3205,90.00,Top
C4,14.0335,6.9850,-90.00,Top
DISPLAY1,12.8905,17.2085,-90.00,Top
IC1,16.7005,21.7170,90.00,Top
JP1,33.0200,13.9700,-90.00,Top
PLABEL0,29.7815,26.6700,0.00,Top
PLABEL1,29.3370,8.4455,0.00,Top
PLABEL2,29.0830,5.7785,0.00,Top
PLABEL3,29.2735,3.4925,0.00,Top
PLABEL4,29.2100,10.9220,0.00,Top
PLABEL5,31.7500,12.3825,90.00,Top
PLABEL6,29.2100,18.6055,0.00,Top
PLABEL7,29.2735,16.0020,0.00,Top
PLABEL8,29.9085,0.3175,0.00,Top
PLABEL9,28.9560,21.1455,0.00,Top
PLABEL10,31.7500,22.8600,90.00,Top
PLABEL11,1.6510,6.0325,0.00,Top
PLABEL13,5.9690,7.3025,0.00,Top
PLABEL14,34.7345,25.4000,90.00,Bottom
PLABEL15,31.5595,22.7965,90.00,Bottom
PLABEL16,34.7345,19.9390,90.00,Bottom
PLABEL17,31.3055,17.5260,90.00,Bottom
PLABEL18,34.7345,15.5575,90.00,Bottom
PLABEL19,31.2420,13.3350,90.00,Bottom
PLABEL20,34.7345,10.0330,90.00,Bottom
PLABEL21,31.3055,7.6200,90.00,Bottom
PLABEL22,34.8615,5.0165,90.00,Bottom
PLABEL23,31.1150,2.2225,90.00,Bottom
PLABEL24,34.7980,-0.1270,90.00,Bottom
Q3,16.7005,25.4000,90.00,Top
R1,20.3835,25.5905,0.00,Top
R5,14.2875,25.0190,-90.00,Top
TP1,1.9050,7.7470,90.00,Top
U1,24.1300,19.6850,-90.00,Top
U2,26.4160,24.8285,90.00,Top
U$2,16.7005,18.5420,0.00,Top
U$4,1.2065,27.1780,0.00,Top
U$5,30.7975,2.4130,0.00,Top
X1,7.6200,4.4450,0.00,Top
X2,22.0980,8.6360,0.00,Top
