Designator,Comment,Footprint,OOMP ID,Reason
C1,10uF,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
C2,10uF,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:0805-NO,electronic_capacitor_0805_10_micro_farad,No verified LCSC part number
DISPLAY1,DISP_LCD_ST7789_1.3IN,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:TFT_1.3IN_240X240_24P,,No verified LCSC part number
IC1,RESET_SUPERVISORAPX80X_SA,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:SOT23-WIDE,,No verified LCSC part number
PLABEL0,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL0,,No verified LCSC part number
PLABEL1,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL1,,No verified LCSC part number
PLABEL2,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL2,,No verified LCSC part number
PLABEL3,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL3,,No verified LCSC part number
PLABEL4,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL4,,No verified LCSC part number
PLABEL5,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL5,,No verified LCSC part number
PLABEL6,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL6,,No verified LCSC part number
PLABEL7,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL7,,No verified LCSC part number
PLABEL8,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL8,,No verified LCSC part number
PLABEL9,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL9,,No verified LCSC part number
PLABEL10,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL10,,No verified LCSC part number
PLABEL11,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL11,,No verified LCSC part number
PLABEL13,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL13,,No verified LCSC part number
PLABEL14,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL14,,No verified LCSC part number
PLABEL15,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL15,,No verified LCSC part number
PLABEL16,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL16,,No verified LCSC part number
PLABEL17,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL17,,No verified LCSC part number
PLABEL18,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL18,,No verified LCSC part number
PLABEL19,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL19,,No verified LCSC part number
PLABEL20,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL20,,No verified LCSC part number
PLABEL21,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL21,,No verified LCSC part number
PLABEL22,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL22,,No verified LCSC part number
PLABEL23,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL23,,No verified LCSC part number
PLABEL24,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PLABEL24,,No verified LCSC part number
TP1,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:TESTPOINT_ROUND_1.5MM,,No verified LCSC part number
U1,74HC4050,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:TSSOP16,,No verified LCSC part number
U2,AP2127K-3.3,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:SOT23-5,,No verified LCSC part number
U$2,,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:PCBFEAT-REV-040,,No verified LCSC part number
U$4,FIDUCIAL,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
U$5,FIDUCIAL,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:FIDUCIAL_1MM,,No verified LCSC part number
X1,EYE_SPI_DISPLAY_FLIP,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:EYE_SPI_DISPLAY_BOTCONTACT,,No verified LCSC part number
X2,MicroSD,Adafruit 1.3in 240x240 IPS TFT EYESPI-import-fps:MICROSD,,No verified LCSC part number
