Comment,Designator,Footprint,LCSC Part #
,"JP1,JP2,JP5,JP6",Adafruit Servo HAT rev A-import-fps:3X04,
,U$51,Adafruit Servo HAT rev A-import-fps:ADAFRUIT_5MM,
,C2,"Adafruit Servo HAT rev A-import-fps:E3,5-8",
,U$6,Adafruit Servo HAT rev A-import-fps:PCBFEAT-REV-056,
,U$5,Adafruit Servo HAT rev A-import-fps:PIHATLOGO,
10K,R7,Adafruit Servo HAT rev A-import-fps:0805-NO,C17414
10K,"R4,R5",Adafruit Servo HAT rev A-import-fps:RESPACK_4X0603,C98220
10uF,C1,Adafruit Servo HAT rev A-import-fps:0805-NO,
2.1mm SMT,X1,Adafruit Servo HAT rev A-import-fps:DCJACK_2MM_SMT,
220,"R11,R12,R13,R14",Adafruit Servo HAT rev A-import-fps:RESPACK_4X0603,C2907127
3.5mm term,UNK5VIN0,Adafruit Servo HAT rev A-import-fps:TERMBLOCK_1X2-3.5MM,
3.9K,"R1,R2,R3",Adafruit Servo HAT rev A-import-fps:0805-NO,C2907252
470,R10,Adafruit Servo HAT rev A-import-fps:_0805MP,C17710
AOD417,Q1,Adafruit Servo HAT rev A-import-fps:TO252,
CAT24C32,U1,Adafruit Servo HAT rev A-import-fps:SOIC8_150MIL,
GREEN,LED1,Adafruit Servo HAT rev A-import-fps:CHIPLED_0805_NOOUTLINE,
HEADER-1X25,CONN1,Adafruit Servo HAT rev A-import-fps:1X25_ROUND_70MIL,C2883713
PCA9685,U2,Adafruit Servo HAT rev A-import-fps:TSSOP28,
RASPBERRYPI_BPLUS_HATSLOTS,RPI1,Adafruit Servo HAT rev A-import-fps:PI_HAT_SLOTS,
"TPB1,27","TP1,TP2,TP3,TP4,TP5,TP6","Adafruit Servo HAT rev A-import-fps:B1,27",
