Designator,Mid X,Mid Y,Rotation,Layer
B1,3.5560,10.7950,90.00,Top
C1,10.6680,12.4460,-90.00,Top
C2,20.5740,4.9530,-90.00,Top
C4,12.4460,12.4460,-90.00,Top
C5,18.1610,2.7940,90.00,Top
CN1,29.4640,10.7950,90.00,Top
JP1,13.9700,20.3200,0.00,Top
L1,16.4010,14.1260,0.00,Top
LBO0,2.5400,5.5880,90.00,Top
PWR0,24.9510,1.3650,90.00,Top
Q1,6.9850,2.2860,90.00,Top
R1,10.0330,6.2230,180.00,Top
R2,11.0490,8.8900,-90.00,Top
R3,15.3670,3.0480,-90.00,Top
R4,13.4620,3.0480,-90.00,Top
R5,21.4630,1.2700,180.00,Top
R9,20.3700,8.6370,-90.00,Top
R10,20.3520,12.2530,90.00,Top
R11,23.3680,20.1930,180.00,Top
R12,20.3200,15.8750,-90.00,Top
R13,11.0160,3.1740,90.00,Top
R20,5.5880,4.8260,-90.00,Top
U1,16.1430,8.4280,180.00,Top
U$13,8.8900,13.3350,0.00,Top
U$23,9.0170,8.1280,0.00,Top
U$25,27.0510,6.3500,0.00,Top
U$26,27.0510,15.2400,0.00,Top
U$28,4.5720,16.3830,0.00,Top
U$29,0.7620,4.0640,90.00,Bottom
X1,25.7810,10.6680,90.00,Top
