Designator,Mid X,Mid Y,Rotation,Layer
C1,118.1400,-93.6200,90.00,Top
C2,118.1400,-96.0800,-90.00,Top
C3,124.4090,-91.8230,90.00,Bottom
C4,123.3510,-91.8260,90.00,Bottom
C5,125.6840,-92.2840,90.00,Bottom
J1,121.9200,-96.5200,90.00,Bottom
J2,121.2850,-100.9650,0.00,Top
JP1,128.6800,-92.3500,180.00,Bottom
JP2,125.5000,-95.6500,0.00,Bottom
JP3,139.9600,-99.0300,-90.00,Bottom
JP4,130.0900,-95.7000,180.00,Bottom
R1,125.1400,-98.7000,90.00,Top
R2,122.5900,-98.6900,90.00,Top
R3,127.6700,-98.7100,90.00,Top
R4,132.7200,-98.7200,90.00,Top
R5,130.2400,-98.7100,90.00,Top
REF**,120.4500,-93.9800,90.00,Top
U1,120.4500,-93.9800,90.00,Top
