Comment,Designator,Footprint,LCSC Part #
,"JP1,JP2,JP6",Adafruit TFP401 to 40pin TFT-import-fps:1X02_ROUND,C492401
,JP7,Adafruit TFP401 to 40pin TFT-import-fps:1X04_ROUND_76,C42431795
,U$81,Adafruit TFP401 to 40pin TFT-import-fps:ADAFRUIT_TEXT_20MM,
,U$80,Adafruit TFP401 to 40pin TFT-import-fps:PCBFEAT-REV-056,
0.01uF,"C21,C22,C24,C25",Adafruit TFP401 to 40pin TFT-import-fps:0805-NO,
0.1uF,"C1,C2,C3,C4,C5,C7,C8,C9,C10,C11,C19,C20,C23",Adafruit TFP401 to 40pin TFT-import-fps:0805-NO,
0.1uF,C6,Adafruit TFP401 to 40pin TFT-import-fps:_0805MP,
100uF,C26,Adafruit TFP401 to 40pin TFT-import-fps:PANASONIC_C,
10K,"R1,R2,R3,R4,R18",Adafruit TFP401 to 40pin TFT-import-fps:0805-NO,C17414
10K,"R5,R13",Adafruit TFP401 to 40pin TFT-import-fps:_0805MP,C17414
10uF,"C12,C13,C14,C15,C16",Adafruit TFP401 to 40pin TFT-import-fps:0805-NO,
12 ohm,"R16,R17",Adafruit TFP401 to 40pin TFT-import-fps:0805-NO,C2907226
12MHz,Y1,Adafruit TFP401 to 40pin TFT-import-fps:RESONATOR-SMD,
1K,"R14,R19,R20,R21",Adafruit TFP401 to 40pin TFT-import-fps:0805-NO,C17513
1uF,"C17,C18",Adafruit TFP401 to 40pin TFT-import-fps:0805-NO,
24LC02BT-I/OT,U2,Adafruit TFP401 to 40pin TFT-import-fps:SOT23-5,
2N4148,D3,Adafruit TFP401 to 40pin TFT-import-fps:SOD-323,
3 ohm,R15,Adafruit TFP401 to 40pin TFT-import-fps:0805-NO,
33,"R6,R7,R8,R9,R10,R11,R12",Adafruit TFP401 to 40pin TFT-import-fps:RESPACK_4X0603,C23140
47151-0001,X1,Adafruit TFP401 to 40pin TFT-import-fps:HDMI_MOLEX_47151-0001_DIMLAYER,
AR1100_SSOP,IC1,Adafruit TFP401 to 40pin TFT-import-fps:TSSOP20-5.3MMBODY,
Blue,LED3,Adafruit TFP401 to 40pin TFT-import-fps:CHIPLED_0805_NOOUTLINE,
BRL3225T150K,L1,Adafruit TFP401 to 40pin TFT-import-fps:INDUCTOR_5X5MM_NR5040_NOTHERMALS,
BSS138,Q1,Adafruit TFP401 to 40pin TFT-import-fps:SOT23-R,C52895
FAN5333BSX,U4,Adafruit TFP401 to 40pin TFT-import-fps:SOT23-5,
Ferrite,"FB1,FB2,FB3,FB4,FB7,FB8",Adafruit TFP401 to 40pin TFT-import-fps:_0805MP,
ferrite,"FB5,FB6,FB9,FB10",Adafruit TFP401 to 40pin TFT-import-fps:_0805MP,
Green,LED2,Adafruit TFP401 to 40pin TFT-import-fps:CHIPLED_0805_NOOUTLINE,
LT1117(3V3),U3,Adafruit TFP401 to 40pin TFT-import-fps:SOT223-R,
MBR0540,D1,Adafruit TFP401 to 40pin TFT-import-fps:SOD-123,
microUSB,X2,Adafruit TFP401 to 40pin TFT-import-fps:4UCONN_20329,
MM3Z24VT1G,D2,Adafruit TFP401 to 40pin TFT-import-fps:SMADIODE,
Red,LED1,Adafruit TFP401 to 40pin TFT-import-fps:CHIPLED_0805_NOOUTLINE,
TFP401,U1,Adafruit TFP401 to 40pin TFT-import-fps:S-PQFP-G100,
XF2-40-RARBT,X3,Adafruit TFP401 to 40pin TFT-import-fps:4-1734839-0,
